orig_index,protocol_id,run_id,config_hash,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,cluster
1194,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-222.1777,-630.3627,-554.3798,3153.2874,-1254.1066,730.80194,2994.428,-1021.82983,540.3241,4159.165,0
1195,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-192.76987,-546.92865,-481.00125,2735.9429,-1088.1166,634.07623,2598.0999,-886.58716,468.81567,3608.6804,0
1196,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-164.79361,-467.55667,-411.19528,2338.9167,-930.20795,542.0597,2221.0674,-757.92914,400.7888,3084.998,3
1197,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-139.08586,-394.62177,-347.05035,1974.0894,-785.106,457.50555,1874.6127,-639.7051,338.27878,2603.7854,3
1198,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-117.1529,-332.39545,-292.32312,1662.824,-661.309,385.366,1579.0251,-538.8388,284.94513,2193.2236,3
1199,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-101.31203,-287.45325,-252.79765,1438.0201,-571.8989,333.2646,1365.5427,-465.99036,246.42697,1896.7048,3
1200,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-92.320045,-261.9428,-230.36139,1310.4126,-521.14685,303.6899,1244.3629,-424.63895,224.56223,1728.3898,3
1201,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-81.09993,-230.11081,-202.3662,1151.1892,-457.8187,266.7872,1093.1571,-373.0417,197.28123,1518.3712,3
1202,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-57.838142,-164.11592,-144.32317,821.0676,-326.5226,190.27745,779.6644,-266.06522,140.71602,1082.9388,3
1203,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-37.052143,-105.14394,-92.45862,526.08606,-209.20116,121.911285,499.53848,-170.47534,90.173256,693.8544,3
1204,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-16.546732,-46.967808,-41.292816,235.07741,-93.461395,54.466583,223.18852,-76.17358,40.310097,310.01236,3
1205,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1.4542978,-4.147103,-3.6338518,20.891226,-8.272412,4.825553,19.787539,-6.765524,3.6113715,27.49708,3
1206,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-27.995974,-79.44979,-69.86127,397.5593,-158.08429,92.124725,377.48752,-128.82646,68.150154,524.3278,3
1207,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-56.187675,-159.43356,-140.2056,797.64514,-317.2097,184.85046,757.4262,-258.47635,136.70161,1052.0474,3
1208,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-57.88065,-164.2375,-144.43073,821.672,-326.76675,190.41878,780.2442,-266.2629,140.81845,1083.7404,3
1209,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-70.64406,-200.4499,-176.27875,1002.8103,-398.81042,232.39996,952.2606,-324.96167,171.8551,1322.6644,3
1210,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-74.89823,-212.51952,-186.8945,1063.1882,-422.82355,246.39302,1009.5964,-344.52716,182.20099,1402.3029,3
1211,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-75.17191,-213.29666,-187.57722,1067.0735,-424.3687,247.29332,1013.28613,-345.78607,182.86638,1407.4274,3
1212,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-74.32788,-210.9003,-185.47124,1055.0961,-419.60297,244.51678,1001.9077,-341.90387,180.81552,1391.6265,3
1213,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-47.38426,-134.45705,-118.241035,672.72186,-267.52133,155.8957,638.7875,-217.99341,115.29902,887.2679,3
1214,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-14.257666,-40.471844,-35.583466,202.6106,-80.54311,46.940075,192.347,-65.650635,34.750553,267.18164,3
1215,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-3.0574143,-8.694375,-7.6368794,43.66938,-17.325323,10.102278,41.406055,-14.144058,7.5185275,57.532955,3
1216,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-5.7165403,-16.239605,-14.27107,81.40576,-32.334476,18.848408,77.242874,-26.372515,13.983663,107.30814,3
1217,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-10.850807,-30.806273,-27.08211,154.27075,-61.314117,35.735718,146.43709,-49.98431,26.468649,203.41681,3
1218,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1.5482683,-4.41301,-3.869271,22.235336,-8.801917,5.134351,21.05404,-7.199205,3.843955,29.263344,3
1219,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-15.528146,-44.076374,-38.75205,220.63745,-87.71067,51.117336,209.46327,-71.49121,37.839012,290.95688,3
1220,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-14.140963,-40.139217,-35.29018,200.94139,-79.87743,46.552383,190.75874,-65.10898,34.4644,264.9781,3
1221,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-19.303276,-54.784313,-48.17124,274.20114,-109.01401,63.531315,260.3274,-88.84884,47.017384,361.6075,3
1222,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-31.286987,-88.781876,-78.072975,444.26672,-176.6531,102.94644,421.82648,-143.95912,76.15741,585.9249,3
1223,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-12.026651,-34.136795,-30.013475,170.92656,-67.93739,39.595573,162.25043,-55.3817,29.323092,225.38527,3
1224,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-23.667,-67.162315,-59.058414,336.12,-133.6392,77.88176,319.12494,-108.91329,57.62706,443.27728,3
1225,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-42.24197,-119.86161,-105.40613,599.72516,-238.48181,138.97598,569.4548,-194.3356,102.79339,790.9758,3
1226,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-65.78906,-186.6681,-164.1597,933.89,-371.38992,216.42409,886.7945,-302.62372,160.04851,1231.7458,3
1227,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-95.1479,-269.9588,-237.41354,1350.5359,-537.0937,312.98502,1282.4446,-437.63635,231.43996,1781.2976,3
1228,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-126.448845,-358.76447,-315.51654,1794.7495,-713.7696,415.9377,1704.2883,-581.5859,307.55255,2367.2222,3
1229,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-158.5404,-449.81296,-395.59167,2250.1812,-894.9076,521.4907,2136.7866,-729.1707,385.58694,2967.9436,3
1230,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-191.02374,-541.9731,-476.6446,2711.1733,-1078.2574,628.3324,2574.5647,-878.5577,464.574,3576.0,0
1231,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-223.73015,-634.76556,-558.2535,3175.3274,-1262.8657,735.9074,3015.3467,-1028.9695,544.10266,4188.2285,0
1232,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-256.5702,-727.93756,-640.19666,3641.3826,-1448.2283,843.92224,3457.9321,-1179.9967,623.95764,4802.962,0
1233,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-289.5019,-821.36957,-722.36804,4108.7363,-1634.1084,952.2383,3901.7515,-1331.4451,704.03485,5419.408,0
1234,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-322.4962,-914.97876,-804.69556,4576.9766,-1820.3412,1060.76,4346.4126,-1483.1809,784.26373,6037.026,0
1235,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-355.53693,-1008.71967,-887.1388,5045.876,-2006.8368,1169.4347,4791.7017,-1635.1305,864.6054,6655.5127,0
1236,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-388.60992,-1102.5519,-969.6621,5515.2324,-2193.513,1278.215,5237.4224,-1787.2278,945.02576,7274.6006,0
1237,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-421.70837,-1196.4565,-1052.2498,5984.9507,-2380.3335,1387.0792,5683.487,-1939.4421,1025.5084,7894.1675,0
1238,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-454.82672,-1290.4178,-1134.887,6454.952,-2567.2664,1496.0089,6129.821,-2091.7485,1106.0392,8514.105,2
1239,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-487.96106,-1384.4241,-1217.5638,6925.1807,-2754.289,1604.9912,6576.369,-2244.1284,1186.6091,9134.347,2
1240,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-521.10864,-1478.4678,-1300.2732,7395.5933,-2941.3857,1714.0161,7023.093,-2396.5676,1267.2101,9754.826,2
1241,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-554.26587,-1572.5398,-1383.008,7866.1523,-3128.5405,1823.0754,7469.9565,-2549.055,1347.837,10375.5,2
1242,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-586.72687,-1664.635,-1464.0039,8326.819,-3311.76,1929.8414,7907.4243,-2698.3362,1426.7682,10983.127,2
1243,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-615.2042,-1745.4288,-1535.0609,8730.96,-3472.4978,2023.507,8291.213,-2829.2993,1496.0145,11516.193,2
1244,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-644.1344,-1827.5082,-1607.2474,9141.527,-3635.7917,2118.6616,8681.104,-2962.3457,1566.3616,12057.739,2
1245,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-673.45135,-1910.6859,-1680.4,9557.589,-3801.2708,2215.0896,9076.215,-3097.1724,1637.6504,12606.53,2
1246,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-703.11786,-1994.8547,-1754.4252,9978.608,-3968.723,2312.6675,9476.034,-3233.6062,1709.789,13161.863,2
1247,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-733.09125,-2079.8943,-1829.2153,10403.981,-4137.9062,2411.2537,9879.988,-3371.4504,1782.673,13722.937,2
1248,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-763.3343,-2165.699,-1904.6788,10833.184,-4308.6113,2510.7278,10287.577,-3510.536,1856.213,14289.0625,2
1249,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-793.8164,-2252.181,-1980.7377,11265.774,-4480.6655,2610.9866,10698.385,-3650.7188,1930.3345,14859.655,1
1250,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-820.4076,-2327.6252,-2047.0896,11643.153,-4630.76,2698.4497,11056.759,-3773.0107,1994.995,15357.425,1
1251,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-845.29095,-2398.2234,-2109.1794,11996.293,-4771.214,2780.2947,11392.117,-3887.447,2055.5027,15823.221,1
1252,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-870.70276,-2470.3208,-2172.587,12356.931,-4914.65,2863.8782,11734.594,-4004.3142,2117.2952,16298.907,1
1253,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-896.62604,-2543.8694,-2237.272,12724.826,-5060.9717,2949.1428,12083.962,-4123.5312,2180.3308,16784.168,1
1254,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-923.0186,-2618.747,-2303.126,13099.369,-5209.938,3035.949,12439.645,-4244.9053,2244.5059,17278.197,1
1255,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-949.4371,-2693.701,-2369.046,13474.293,-5359.0557,3122.843,12795.689,-4366.402,2308.746,17772.73,1
1256,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-976.24603,-2769.7603,-2435.9387,13854.752,-5510.375,3211.02,13156.988,-4489.6904,2373.9346,18274.56,1
1257,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1003.4386,-2846.9111,-2503.7917,14240.671,-5663.865,3300.4617,13523.473,-4614.7485,2440.059,18783.592,1
1258,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1027.6387,-2915.5698,-2564.1755,14584.105,-5800.458,3380.057,13849.61,-4726.0405,2498.904,19236.588,1
1259,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1043.1272,-2959.5122,-2602.823,14803.916,-5887.8813,3431.0007,14058.35,-4797.27,2536.5667,19526.518,1
1260,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-338.50317,-960.40125,-844.64185,4804.165,-1910.7101,1113.4169,4562.1787,-1556.8069,823.18787,6336.704,0
1261,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-305.99225,-868.1633,-763.52026,4342.784,-1727.2051,1006.4849,4124.0303,-1407.2937,744.13403,5728.134,0
1262,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-273.65625,-776.4212,-682.8349,3883.883,-1544.6869,900.1278,3688.2378,-1258.5845,665.5052,5122.836,0
1263,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-241.56543,-685.37537,-602.7615,3428.4636,-1363.5537,794.5776,3255.7527,-1111.0035,587.4729,4522.1304,0
1264,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-209.75946,-595.13794,-523.39923,2977.089,-1184.0292,689.9647,2827.1074,-964.73315,510.13364,3926.759,0
1265,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-178.4107,-506.1969,-445.17743,2532.1985,-1007.0837,586.855,2404.6204,-820.5641,433.90515,3339.9417,3
1266,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-147.87775,-419.5704,-368.99124,2098.8838,-834.74274,486.42828,1993.1267,-680.14655,359.66006,2768.3933,3
1267,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-118.67454,-336.71625,-296.12283,1684.4391,-669.9069,390.375,1599.5527,-545.844,288.64825,2221.7349,3
1268,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-92.11453,-261.3613,-229.8498,1307.5063,-519.99036,303.0155,1241.6018,-423.69717,224.06387,1724.5552,3
1269,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-71.185684,-201.98254,-177.62758,1010.4886,-401.8581,234.17749,959.54095,-327.44705,173.17229,1332.7843,3
1270,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-60.57332,-171.87314,-151.14713,859.879,-341.9562,199.27156,816.51526,-278.6413,147.36658,1134.1276,3
1271,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-51.34213,-145.68185,-128.11322,728.8719,-289.85025,168.90858,692.10364,-236.18747,124.92017,961.3262,3
1272,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-34.86963,-98.94655,-87.01059,495.0984,-196.87167,114.72818,470.10178,-160.43192,84.86504,652.97485,3
1273,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-11.103011,-31.515974,-27.70691,157.80676,-62.72104,36.555702,149.7945,-51.130787,27.073288,208.08206,3
1274,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-9.661139,-27.424875,-24.108807,137.34326,-54.58192,31.812904,130.36102,-44.499348,23.56714,181.09007,3
1275,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-29.497147,-83.70283,-73.60446,418.85147,-166.54544,97.0567,397.69272,-135.72325,71.80133,552.40265,3
1276,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-47.73486,-135.4454,-119.111115,677.67365,-269.4866,157.04266,643.48145,-219.59581,116.14867,893.7933,3
1277,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-72.89502,-206.82901,-181.89085,1034.7362,-411.50125,239.79742,982.5651,-335.30402,177.32779,1364.7654,3
