satellite_no2,highway_primary,high_traffic,medium_traffic,low_traffic,landuse_industrial_variance,landuse_industrial_distance_mean,landuse_industrial_b5,landuse_residential_b5,landuse_forest_b5,neighbours_no2_variance,neighbours_no2_distance_mean,neighbours_no2_distance_max
4.44E-05,14565.41241,0.314660545,0.577493282,0.76502501,0,0,0,0,0,5.39E-12,4.08E-07,5.21E-06
4.38E-05,15658.29021,0.255664637,0.552471917,0.736134947,0,0,0,0,0,7.63E-12,1.51E-06,7.45E-06
4.58E-05,16777.06421,0.197081651,0.530773658,0.707918197,0,0,0,0,0,8.69E-12,1.09E-07,6.09E-06
4.44E-05,17916.88399,0.13941546,0.51281931,0.680457883,0,0,0,0,0,9.70E-12,1.62E-06,7.90E-06
4.77E-05,19073.97697,0.084459715,0.499011984,0.653848554,0,0,0,0,0,1.27E-11,1.61E-06,5.42E-06
4.84E-05,20245.38171,0.042765544,0.489701554,0.628197457,0,0,0,0,0,1.19E-11,1.46E-06,4.80E-06
4.87E-05,21428.75126,0.055850487,0.485146219,0.603021547,0,0,0,0,0,1.51E-11,1.51E-06,8.44E-06
4.79E-05,22622.20808,0.10573297,0.47387465,0.570658115,0.045351474,0.047619048,0,0,0,9.78E-12,3.62E-07,4.58E-06
4.82E-05,23824.23625,0.162183273,0.456438255,0.538786066,0.045351474,0.047619048,0,0,0,9.08E-12,4.15E-07,4.94E-06
4.84E-05,25033.60112,0.220314899,0.44371083,0.507497035,0.045351474,0.047619048,0,0,0,6.60E-12,4.55E-07,4.75E-06
4.65E-05,26249.28865,0.279097128,0.436103493,0.47690453,0.045351474,0.047619048,0,0,0,7.10E-12,1.68E-06,6.66E-06
4.94E-05,27470.45943,0.338195683,0.433884745,0.447149868,0,0,0,0,0,5.77E-12,8.18E-07,3.03E-06
5.04E-05,28696.41346,0.397471195,0.432362417,0.418409604,0.045351474,0.047619048,0,0,0,8.36E-12,1.08E-06,6.22E-06
4.76E-05,29926.56289,0.450803187,0.402775272,0.390904561,0.0861678,0.095238095,0,0,0,6.49E-12,1.30E-06,5.62E-06
4.99E-05,31160.41086,0.437979342,0.377207234,0.364910173,0.045351474,0.047619048,0,0,0,7.95E-12,1.25E-07,5.45E-06
5.01E-05,32397.5348,0.42005142,0.356520546,0.340767039,0,0,0,0,0,8.65E-12,2.02E-07,5.73E-06
5.15E-05,33637.57325,0.36846512,0.341599433,0.318889051,0,0,0,0,0,8.17E-12,7.67E-07,4.57E-06
5.30E-05,34880.21538,0.319672279,0.333215973,0.299763973,0,0,0,0,0,9.17E-12,1.82E-06,3.03E-06
5.26E-05,36125.19249,0.275137097,0.331863841,0.283938445,0,0,0,0,0,1.13E-11,1.40E-06,3.42E-06
5.34E-05,37372.27124,0.237220888,0.337627167,0.271978047,0,0,0,0,0,1.42E-11,2.67E-06,2.63E-06
5.14E-05,38621.24804,0.209465756,0.350156221,0.264397534,0,0,0,0,0,1.60E-11,8.81E-07,4.66E-06
4.78E-05,39871.94452,0.196126258,0.368764718,0.228952683,0,0,0,0,0,1.31E-11,2.95E-06,8.27E-06
4.47E-05,41124.20378,0.200037491,0.377838871,0.193734386,0,0,0,0,0,1.71E-11,6.00E-06,1.16E-05
4.44E-05,42377.88728,0.220302279,0.333498441,0.158968995,0,0,0,0,0,1.84E-11,5.91E-06,1.19E-05
4.62E-05,43400.25268,0.232536547,0.290610292,0.125019538,0,0,0,0,0,1.69E-11,3.52E-06,1.01E-05
5.13E-05,44392.23676,0.216007682,0.249918898,0.092737541,0,0,0,0,0,1.30E-11,2.16E-06,2.28E-06
4.08E-05,15529.56611,0.207762112,0.21268033,0.064477716,0,0,0,0,0,1.15E-11,3.09E-06,8.63E-06
4.08E-05,14494.99149,0.215959736,0.181020989,0.047199276,0,0,0,0,0,1.24E-11,3.42E-06,8.63E-06
4.26E-05,13501.82026,0.238947546,0.158293385,0.05191483,0,0,0,0,0,1.20E-11,1.84E-06,7.35E-06
4.44E-05,12559.87818,0.27307969,0.148612331,0.0748303,0,0,0,0,0,1.24E-11,5.92E-07,5.54E-06
4.37E-05,11681.56438,0.314806116,0.154427995,0.1051433,0,0,0,0,0,1.55E-11,3.27E-07,6.48E-06
4.35E-05,10879.79462,0.785495696,1,0.915000665,0.045351474,0.047619048,0,0,0,1.35E-11,1.09E-06,6.73E-06
4.30E-05,10175.29809,0.734542553,0.956264003,0.894153024,0.045351474,0.047619048,0,0,0,1.11E-11,1.68E-06,7.24E-06
4.40E-05,9586.760522,0.684993446,0.91304902,0.874306413,0.045351474,0.047619048,0,0,0,8.38E-12,1.20E-06,5.95E-06
4.33E-05,9137.58504,0.637173525,0.870432526,0.855530072,0,0,0,0,0,8.66E-12,2.32E-06,6.96E-06
4.44E-05,8598.897204,0.591498908,0.828506721,0.837895507,0,0,0,0,0,8.04E-12,1.37E-06,5.77E-06
4.64E-05,7801.845669,0.548501068,0.787381741,0.82147578,0,0,0,0,0,7.35E-12,4.49E-07,1.44E-06
4.64E-05,7015.093916,0.508852584,0.747189575,0.806344628,0.12244898,0.142857143,0,0,0.125,5.04E-12,6.26E-07,1.42E-06
4.75E-05,6010.796901,0.473387201,0.70808876,0.792575366,0.154195011,0.19047619,0,0,0,3.51E-12,1.43E-06,-2.27E-06
4.68E-05,5051.815623,0.443099559,0.670269907,0.780239614,0.12244898,0.142857143,0,0,0.125,3.74E-12,1.06E-07,4.98E-06
4.46E-05,4160.855402,0.419100796,0.633961962,0.769405854,0.045351474,0.952380952,0,0,0.125,4.98E-12,2.98E-06,8.83E-06
4.47E-05,3267.958251,0.402503904,0.599438874,0.760137869,0.0861678,0.904761905,0,0,0.125,8.53E-12,3.93E-06,1.13E-05
4.45E-05,2045.488872,0.385359252,0.567025917,0.75249311,0.045351474,0.047619048,0,0,0.125,1.15E-11,4.63E-06,1.18E-05
4.81E-05,808.8688584,0.328191237,0.537104225,0.746521097,0.0861678,0.095238095,0,0,0,1.48E-11,1.46E-06,8.16E-06
4.94E-05,364.6153248,0.272092743,0.51011114,0.742261922,0.0861678,0.095238095,0,0,0,1.25E-11,2.68E-07,6.87E-06
5.10E-05,1475.808881,0.217873351,0.486532901,0.723823745,0.045351474,0.047619048,0,0,0,9.52E-12,9.06E-07,-2.00E-06
5.24E-05,2227.864748,0.167317499,0.466885558,0.689521618,0,0,0,0,0,6.99E-12,1.94E-06,-5.11E-06
5.16E-05,2042.213802,0.124784276,0.451680726,0.65542836,0,0,0,0,0.125,6.13E-12,8.88E-07,-4.94E-06
4.98E-05,2110.240568,0.100485814,0.441376259,0.621578051,0,0,0,0,0.25,4.47E-12,1.15E-06,6.49E-06
4.92E-05,1861.700848,0.107011985,0.436318343,0.588012277,0,0,0,0,0.25,3.64E-12,1.67E-06,5.29E-06
4.88E-05,2210.159323,0.140262218,0.429557671,0.554782199,0,0,0,0,0.5,2.25E-12,1.23E-06,3.37E-06
5.15E-05,2900.872422,0.18679895,0.410248584,0.521951295,0,0,0,0,0.5,2.00E-12,1.91E-06,-2.15E-06
5.25E-05,3590.397494,0.239134794,0.39604493,0.489599016,0,0,0,0,0.5,1.83E-12,2.91E-06,-1.86E-06
5.03E-05,2509.810419,0.294240972,0.387506429,0.457825683,0,0,0.125,0,0.25,1.63E-12,6.69E-07,1.58E-06
5.03E-05,1273.133625,0.350832218,0.385008771,0.426759046,0,0,0.125,0,0.125,1.44E-12,2.11E-07,1.77E-06
5.00E-05,25.71015984,0.408298748,0.388668,0.396563044,0,0,0.125,0,0.125,7.91E-12,3.57E-07,3.25E-06
5.03E-05,1246.726465,0.393790384,0.363566558,0.367449336,0,0,0,0,0.25,9.56E-12,1.07E-06,-5.88E-06
5.11E-05,2239.157703,0.379066921,0.335032222,0.33969205,0,0,0,0,0.625,9.35E-12,1.70E-06,-6.56E-06
4.24E-05,3270.831945,0.373300323,0.311570555,0.313645545,0,0,0,0,0.5,1.18E-11,6.71E-06,1.19E-05
4.25E-05,4410.821406,0.340132743,0.294390913,0.289763255,0,0,0,0,0.375,1.44E-11,6.68E-06,1.18E-05
4.45E-05,5606.688839,0.286635403,0.284627317,0.268611901,0,0,0,0,0.125,2.03E-11,4.66E-06,1.15E-05
4.48E-05,6163.104096,0.236068975,0.283044345,0.250868896,0,0,0,0,0,2.47E-11,3.62E-06,1.12E-05
4.31E-05,6582.21701,0.190720128,0.28977543,0.237283336,0,0,0,0,0,2.20E-11,3.96E-06,1.28E-05
4.26E-05,7199.564087,0.15508998,0.304271901,0.228580897,0,0,0,0,0,1.62E-11,4.33E-06,1.17E-05
4.50E-05,7974.755616,0.136716711,0.32550246,0.225315098,0,0,0,0,0,1.46E-11,1.84E-06,1.10E-05
4.40E-05,8808.224231,0.142216387,0.352256559,0.206007459,0,0,0,0,0,1.64E-11,2.29E-06,1.20E-05
4.33E-05,9712.391127,0.164648829,0.358044785,0.173642883,0,0,0,0,0,1.65E-11,2.81E-06,1.27E-05
4.37E-05,10692.67441,0.175573828,0.318464505,0.143089932,0,0,0,0,0,9.05E-12,2.41E-06,1.08E-05
4.29E-05,11730.0063,0.159335693,0.281803317,0.115728707,0,0,0,0,0,3.11E-12,2.28E-06,6.34E-06
4.36E-05,12810.53578,0.14806439,0.249344671,0.09422784,0,0,0,0,0,3.63E-12,1.70E-06,6.03E-06
4.42E-05,13924.20998,0.159271193,0.222919974,0.082979549,0,0,0,0,0,4.66E-12,7.49E-07,5.26E-06
4.55E-05,15063.67941,0.189098195,0.204860982,0.085862315,0,0,0,0,0,9.96E-12,2.83E-07,8.34E-06
4.69E-05,16223.50974,0.23057173,0.197459525,0.101740234,0,0,0,0,0,1.39E-11,6.93E-07,7.58E-06
4.64E-05,17399.62979,0.278625495,0.201882808,0.125979183,0,0,0,0,0,1.56E-11,1.78E-07,8.44E-06
4.96E-05,18588.94786,0.768333814,0.934958016,0.864388866,0,0,0,0,0,1.94E-11,2.77E-06,5.52E-06
5.01E-05,19789.0845,0.721094753,0.890711592,0.843846863,0,0,0,0,0,1.68E-11,2.14E-06,5.02E-06
4.92E-05,20998.18482,0.675815814,0.846973819,0.824381468,0,0,0,0,0,1.68E-11,1.04E-06,8.91E-06
4.90E-05,22214.78524,0.632914607,0.803827581,0.806070175,0.045351474,0.047619048,0,0,0,1.39E-11,6.93E-07,5.87E-06
4.82E-05,23437.71785,0.592903299,0.76137326,0.788992806,0.045351474,0.047619048,0,0,0,1.22E-11,2.79E-07,6.89E-06
5.14E-05,24666.04083,0.556400273,0.719733061,0.77323057,0.045351474,0.047619048,0,0,0,1.07E-11,2.70E-06,7.26E-06
4.73E-05,25898.98723,0.524132293,0.679056451,0.758864852,0,0,0,0,0,8.74E-12,8.96E-07,7.76E-06
4.96E-05,27135.92685,0.496917055,0.639526907,0.745975771,0.045351474,0.047619048,0,0,0,5.81E-12,7.88E-07,3.97E-06
5.02E-05,28376.33751,0.475613923,0.601370125,0.734640498,0.045351474,0.047619048,0,0,0,6.22E-12,1.01E-06,6.08E-06
5.05E-05,29619.78311,0.460654775,0.564863658,0.724931397,0.045351474,0.047619048,0,0,0,7.52E-12,1.45E-06,3.01E-06
5.16E-05,30865.89688,0.405296582,0.530347487,0.716914057,0,0,0,0,0,8.74E-12,1.65E-06,3.14E-06
5.43E-05,32114.36822,0.351342848,0.49823423,0.710645317,0,0,0,0,0,1.05E-11,3.59E-06,2.42E-06
5.30E-05,33364.93248,0.299541289,0.469016207,0.7061714,0,0,0,0,0,1.07E-11,2.19E-06,3.73E-06
5.53E-05,34617.36283,0.251201403,0.443264449,0.703526292,0,0,0,0,0,1.11E-11,3.90E-06,1.45E-06
5.56E-05,35871.46383,0.20868707,0.421612411,0.678345244,0,0,0,0,0,1.32E-11,4.17E-06,2.00E-06
5.48E-05,37127.06617,0.176150643,0.404716278,0.643665085,0,0,0,0,0,1.78E-11,3.57E-06,2.88E-06
5.48E-05,38384.02252,0.159623798,0.393187395,0.60916707,0,0,0,0,0,2.08E-11,3.52E-06,2.84E-06
5.32E-05,39561.02415,0.163878053,0.387503331,0.574883694,0,0,0,0,0,1.62E-11,1.75E-06,3.59E-06
5.13E-05,40624.28166,0.187539822,0.386338658,0.540855379,0,0,0,0,0,1.76E-11,6.37E-07,6.32E-06
5.12E-05,41604.17019,0.224683958,0.36475777,0.507132942,0,0,0,0,0,1.84E-11,3.79E-07,6.44E-06
5.15E-05,42599.75013,0.269895833,0.348713686,0.473780983,0,0,0,0,0,2.00E-11,5.43E-07,6.14E-06
5.52E-05,43609.94683,0.319822495,0.338990126,0.440882591,0,0,0,0,0,2.10E-11,5.13E-06,-1.55E-06
4.08E-05,14843.8437,0.372597684,0.336133698,0.408545956,0,0,0,0,0,5.23E-12,1.63E-06,5.03E-06
4.08E-05,13759.29141,0.363911997,0.340316633,0.376913689,0,0,0,0,0,5.31E-12,1.95E-06,5.21E-06
4.26E-05,12708.91301,0.337693575,0.326962029,0.34617603,0,0,0,0,0,4.62E-12,2.37E-07,3.54E-06
4.44E-05,11703.32685,0.32044096,0.294924127,0.316589379,0,0,0,0,0,5.24E-12,2.00E-06,-3.55E-06
4.37E-05,10755.29014,0.313614596,0.267992329,0.288501695,0,0,0,0,0,7.86E-12,1.16E-06,4.51E-06
4.35E-05,9881.095376,0.31787675,0.247827186,0.262385282,0,0,0,0,0,7.75E-12,2.59E-07,4.75E-06
4.30E-05,9099.604714,0.262993569,0.23615783,0.238873545,0,0,0,0,0,6.24E-12,5.15E-07,5.27E-06
4.40E-05,8438.547099,0.206853866,0.234249552,0.218787926,0,0,0,0,0,4.47E-12,1.29E-07,3.23E-06
4.33E-05,7925.299393,0.153341181,0.242331688,0.203121415,0.045351474,0.952380952,0,0,0,5.39E-12,1.25E-06,4.99E-06
4.44E-05,7578.175548,0.106315872,0.259477516,0.192924684,0.045351474,0.952380952,0,0,0,6.80E-12,6.49E-07,3.43E-06
4.64E-05,6805.36001,0.077723835,0.284058729,0.18906062,0.045351474,0.952380952,0,0,0.125,6.85E-12,1.31E-06,1.44E-06
4.64E-05,6009.932055,0.086832814,0.314343745,0.191901869,0.0861678,0.095238095,0,0,0.25,3.71E-12,1.52E-06,1.42E-06
4.75E-05,5236.983431,0.104958666,0.348856322,0.193914117,0.154195011,0.19047619,0,0.125,0.25,1.99E-12,2.36E-06,-2.27E-06
4.68E-05,4222.181012,0.121168722,0.350927277,0.166994596,0.12244898,0.142857143,0,0.125,0.125,2.06E-12,7.15E-07,4.29E-06
4.46E-05,3247.095076,0.105889905,0.318013512,0.144078657,0.0861678,0.095238095,0,0.125,0.125,2.96E-12,2.21E-06,6.75E-06
4.47E-05,2356.252659,0.088366677,0.289621303,0.127259479,0.0861678,0.095238095,0,0,0,5.53E-12,3.19E-06,8.63E-06
4.45E-05,1463.306428,0.105794257,0.267188165,0.119036742,0.0861678,0.095238095,0,0,0.125,7.91E-12,3.75E-06,8.84E-06
4.81E-05,595.7931573,0.146550198,0.252299548,0.121099688,0.154195011,0.19047619,0,0,0,1.12E-11,7.71E-07,5.81E-06
4.94E-05,638.227441,0.196964988,0.246319299,0.132988698,0.154195011,0.19047619,0,0,0,9.82E-12,3.31E-07,2.77E-06
5.10E-05,920.5720281,0.251400069,0.249884137,0.152497926,0.045351474,0.047619048,0,0,0,7.54E-12,1.68E-06,-2.00E-06
5.24E-05,981.2998381,0.307762375,0.262607753,0.177199444,0,0,0,0,0,5.04E-12,2.72E-06,-5.11E-06
5.16E-05,773.3292954,0.717330905,0.825741131,0.793664024,0,0,0,0,0.125,3.14E-12,1.66E-06,-4.94E-06
4.98E-05,849.961662,0.677046576,0.781425572,0.774631859,0,0,0,0,0.125,2.68E-12,4.84E-07,-1.87E-06
4.92E-05,586.8663902,0.639780269,0.737685638,0.756850365,0,0,0,0,0.375,3.40E-12,1.34E-06,4.70E-06
4.88E-05,1127.202881,0.606084513,0.69462985,0.740409016,0,0,0,0,0.5,2.24E-12,1.33E-06,3.37E-06
5.15E-05,1793.555876,0.576580398,0.652393379,0.725398285,0,0,0,0,0.375,1.82E-12,2.00E-06,-2.15E-06
5.25E-05,2745.493202,0.551934659,0.611145715,0.711908005,0,0,0,0,0.5,2.00E-12,3.06E-06,-1.86E-06
5.03E-05,1930.282383,0.532815794,0.571100609,0.700025426,0,0,0.125,0,0.125,2.24E-12,6.99E-07,1.58E-06
5.03E-05,745.0527659,0.484822531,0.532528683,0.689833001,0,0,0,0,0.125,1.65E-12,1.64E-07,1.77E-06
5.00E-05,335.0678279,0.432533854,0.495772906,0.681405995,0,0,0.125,0,0,8.36E-12,3.75E-07,3.25E-06
5.03E-05,1435.04815,0.382393681,0.461266279,0.674810038,0,0,0,0,0.125,9.05E-12,1.61E-06,-5.88E-06
5.11E-05,2649.021071,0.335353268,0.429549364,0.670098778,0,0,0,0,0.375,8.13E-12,2.23E-06,-6.56E-06
4.24E-05,3895.014298,0.292885426,0.401281815,0.667311823,0,0,0,0,0.375,9.90E-12,6.15E-06,9.74E-06
4.25E-05,4272.433042,0.257222461,0.377236878,0.666473122,0,0,0,0,0.375,1.21E-11,6.10E-06,1.08E-05
4.45E-05,4498.860368,0.231465385,0.358262346,0.633745149,0,0,0,0,0.125,1.78E-11,3.66E-06,1.04E-05
4.48E-05,4936.648601,0.219059039,0.345191867,0.598680777,0,0,0,0,0,2.12E-11,2.77E-06,1.01E-05
4.31E-05,5443.142997,0.22220244,0.338706722,0.563765982,0,0,0,0,0,1.67E-11,3.06E-06,1.18E-05
4.26E-05,6175.397759,0.240298189,0.339183248,0.529030087,0,0,0,0,0,1.12E-11,3.62E-06,1.18E-05
4.50E-05,7006.104931,0.270413149,0.320262416,0.494510396,0,0,0,0,0,9.84E-12,1.17E-06,9.90E-06
4.40E-05,7910.38661,0.309107634,0.301873804,0.460255006,0,0,0,0,0,1.28E-11,1.95E-06,1.09E-05
4.33E-05,8906.174467,0.353614064,0.290594836,0.426326851,0,0,0,0,0,1.26E-11,2.03E-06,1.16E-05
4.37E-05,9966.076873,0.351957372,0.287259985,0.392809609,0,0,0,0,0,6.37E-12,1.78E-06,1.08E-05
4.29E-05,11071.6959,0.313795329,0.292140089,0.359816468,0,0,0,0,0,1.91E-12,2.00E-06,5.62E-06
4.36E-05,12210.61953,0.283048675,0.293931452,0.327503346,0,0,0,0,0,2.94E-12,1.77E-06,6.03E-06
4.42E-05,13374.34207,0.262290116,0.257843891,0.296089061,0,0,0,0,0,3.87E-12,1.29E-06,5.26E-06
4.55E-05,14556.91724,0.253934407,0.226573732,0.26588618,0,0,0,0,0,9.88E-12,1.33E-06,8.34E-06
4.69E-05,15754.10012,0.259161745,0.202350702,0.237347523,0,0,0,0,0,1.36E-11,2.51E-07,7.58E-06
4.64E-05,16962.79809,0.251360769,0.18789905,0.211132486,0,0,0,0,0,1.55E-11,1.14E-06,8.44E-06
4.96E-05,18180.71464,0.191930051,0.185498804,0.188187944,0,0,0,0,0,1.73E-11,1.66E-06,6.61E-06
5.01E-05,19406.11418,0.132730706,0.195590881,0.169804433,0,0,0,0,0,1.29E-11,1.27E-06,5.02E-06
4.92E-05,20637.66382,0.074283636,0.216446318,0.157534326,0,0,0,0,0,1.26E-11,2.66E-07,5.92E-06
4.90E-05,21874.3248,0.022044227,0.24535137,0.152807584,0,0,0,0,0,1.38E-11,1.47E-09,5.87E-06
4.82E-05,23115.27677,0.04321562,0.279835292,0.156287626,0,0,0,0,0,1.45E-11,5.43E-07,6.89E-06
5.14E-05,24359.86396,0.045286519,0.318096999,0.167479209,0,0,0,0,0,1.43E-11,2.62E-06,-5.05E-06
4.73E-05,25607.55634,0.074749752,0.358935225,0.185026658,0,0,0,0,0,1.06E-11,1.10E-06,7.76E-06
4.96E-05,26857.92115,0.063685199,0.357241778,0.175280631,0,0,0,0,0,7.75E-12,8.95E-07,3.97E-06
5.02E-05,28110.60178,0.028669022,0.332204603,0.16163569,0,0,0,0,0,7.04E-12,1.17E-06,-1.06E-06
5.05E-05,29365.30187,0.063530553,0.312825972,0.155184286,0,0,0,0,0,8.71E-12,1.28E-06,7.89E-06
5.16E-05,30621.77317,0.119066931,0.300198437,0.156787764,0,0,0,0,0,1.05E-11,1.55E-06,5.95E-06
5.43E-05,31879.80628,0.177255696,0.295185437,0.16622034,0,0,0,0,0,1.25E-11,3.32E-06,2.42E-06
5.30E-05,33139.22331,0.233315187,0.298169424,0.182304665,0,0,0,0,0,1.21E-11,1.84E-06,3.73E-06
5.53E-05,34399.87226,0.289875797,0.308919823,0.203509077,0,0,0,0,0,1.10E-11,3.47E-06,1.45E-06
5.56E-05,35559.44537,0.347473072,0.326674151,0.228444159,0,0,0,0,0,1.15E-11,3.43E-06,2.00E-06
5.48E-05,36708.06276,0.723401172,0.761501306,0.7436293,0,0,0,0,0,1.44E-11,2.70E-06,2.88E-06
5.48E-05,37859.61561,0.688630318,0.716548616,0.725093415,0,0,0,0,0,1.88E-11,2.63E-06,2.84E-06
5.32E-05,38825.6147,0.65742463,0.672143101,0.707920351,0,0,0,0,0,1.76E-11,1.13E-06,3.59E-06
5.13E-05,39808.86906,0.630309788,0.628400503,0.692210779,0,0,0,0,0,1.68E-11,1.51E-06,6.32E-06
5.12E-05,40808.34195,0.607829159,0.585469061,0.678065641,0,0,0,0,0,1.95E-11,9.06E-07,6.44E-06
5.15E-05,41822.7369,0.56575792,0.543540508,0.665583902,0,0,0,0,0,2.49E-11,2.50E-08,6.14E-06
5.52E-05,42837.21238,0.514756752,0.502865047,0.654859921,0,0,0,0,0,2.21E-11,4.38E-06,1.18E-05
4.07E-05,14239.09326,0.465805439,0.46377148,0.645980537,0,0,0,0,0,7.07E-12,7.23E-07,4.58E-06
4.07E-05,13104.58626,0.419613754,0.426693359,0.639022018,0,0,0,0,0,6.70E-12,9.05E-07,4.82E-06
4.05E-05,11998.5667,0.377183978,0.392200611,0.634047087,0,0,0,0,0,6.14E-12,8.42E-07,5.03E-06
4.14E-05,10928.96135,0.339907818,0.361032049,0.631102267,0,0,0,0,0,5.35E-12,1.13E-07,4.10E-06
4.31E-05,9907.098606,0.30962323,0.334115259,0.630215781,0,0,0,0,0,6.92E-12,1.31E-06,-3.26E-06
4.41E-05,8950.755654,0.288503515,0.312545599,0.62575549,0.045351474,0.047619048,0,0,0,6.84E-12,1.62E-06,-3.82E-06
4.28E-05,8082.446288,0.278604617,0.297482815,0.590220855,0.045351474,0.047619048,0,0,0,6.85E-12,1.41E-07,4.49E-06
4.12E-05,7331.419741,0.281094206,0.289937762,0.554778906,0.045351474,0.047619048,0,0,0,6.30E-12,2.28E-06,6.10E-06
4.20E-05,6736.638469,0.295664558,0.290493904,0.519448423,0,0,0,0,0,6.05E-12,1.68E-06,4.99E-06
4.31E-05,6342.617615,0.320697678,0.277239741,0.484253541,0,0,0,0,0.125,7.60E-12,1.31E-06,4.78E-06
4.58E-05,5813.115783,0.354010721,0.255793836,0.449225764,0,0,0,0,0.25,7.76E-12,1.24E-06,1.23E-06
4.64E-05,5018.392906,0.359694076,0.242392623,0.414406933,0.0861678,0.095238095,0,0,0.125,5.05E-12,1.93E-06,6.08E-07
4.81E-05,4221.994388,0.31135933,0.238388461,0.379853722,0.12244898,0.142857143,0,0.125,0.125,3.62E-12,3.37E-06,-2.60E-06
4.69E-05,3472.325043,0.267568472,0.244241234,0.345644603,0.0861678,0.095238095,0,0,0,1.58E-12,1.59E-06,-1.61E-06
4.53E-05,2436.399177,0.230867567,0.259288,0.311890934,0.045351474,0.047619048,0,0.125,0.125,1.53E-12,7.38E-07,2.82E-06
4.49E-05,1442.375251,0.205009693,0.225281996,0.278755132,0,0,0,0.125,0.125,2.59E-12,2.37E-06,4.68E-06
4.51E-05,552.4220314,0.194264733,0.18873108,0.24648128,0.045351474,0.047619048,0,0.125,0.125,6.51E-12,2.58E-06,7.43E-06
4.73E-05,264.5379967,0.201012751,0.158889291,0.215447793,0.0861678,0.095238095,0,0.125,0,1.03E-11,9.67E-07,6.58E-06
5.03E-05,315.3252321,0.223709651,0.140066709,0.186258526,0.0861678,0.095238095,0,0,0.125,1.06E-11,1.68E-06,6.26E-06
5.10E-05,431.8915026,0.194532692,0.136838695,0.15989411,0,0,0,0,0.125,6.83E-12,2.63E-06,-2.09E-06
5.18E-05,385.6058496,0.136428071,0.15020438,0.137923347,0,0,0,0,0.25,4.63E-12,3.06E-06,-4.12E-06
5.11E-05,480.6430281,0.080549718,0.176462349,0.122630686,0,0,0,0,0.25,3.61E-12,1.52E-06,-4.55E-06
4.93E-05,322.8394562,0.037031561,0.210882222,0.11655728,0,0,0,0,0.25,3.23E-12,8.59E-07,4.58E-06
5.03E-05,638.0215437,0.052953099,0.250136012,0.121039976,0,0,0,0,0.25,3.59E-12,1.92E-07,-1.56E-06
4.96E-05,77.73784083,0.004976538,0.292292117,0.135070932,0,0,0,0.125,0.25,1.99E-12,5.93E-07,2.53E-06
4.98E-05,1038.925722,0.057747437,0.336265398,0.156179794,0,0,0,0.25,0.25,1.60E-12,3.82E-08,1.53E-07
4.95E-05,2293.763388,0.052443634,0.381430257,0.181988199,0,0,0,0.25,0.25,2.12E-12,1.49E-07,1.06E-06
5.04E-05,1622.248141,0.021304446,0.376315312,0.196671016,0,0,0.125,0.125,0.125,3.46E-12,3.60E-07,3.03E-06
4.98E-05,420.6382427,0.045324822,0.359313979,0.191372365,0,0,0.125,0,0.125,2.47E-12,1.00E-06,3.60E-06
4.98E-05,850.9823037,0.101334989,0.348368609,0.19268294,0,0,0.125,0,0,1.26E-11,2.26E-07,3.82E-06
4.98E-05,2095.333285,0.159954626,0.344055237,0.200476486,0,0,0,0,0.25,1.23E-11,1.24E-06,3.89E-06
5.02E-05,3032.302894,0.219144423,0.346620512,0.214063042,0,0,0,0,0.375,1.11E-11,1.92E-06,-5.68E-06
5.26E-05,3198.884052,0.278547373,0.35591633,0.232451448,0,0,0,0,0.625,1.04E-11,4.20E-06,-7.59E-06
4.29E-05,2997.405079,0.338052721,0.371439665,0.254624491,0,0,0,0,0.5,1.49E-11,4.84E-06,1.08E-05
4.50E-05,3310.335452,0.397615051,0.392454935,0.279700138,0,0,0,0,0.25,1.73E-11,1.65E-06,8.65E-06
4.59E-05,3732.933311,0.88616864,0.884248408,0.778385641,0,0,0,0,0.125,1.26E-11,4.93E-07,7.71E-06
4.47E-05,4380.302262,0.807188562,0.790651392,0.733736948,0,0,0,0,0,1.45E-12,3.55E-07,-5.46E-07
4.41E-05,5205.788424,0.771580416,0.744253418,0.713118917,0,0,0,0,0,1.12E-12,6.82E-07,2.55E-06
4.45E-05,6109.985747,0.73906486,0.698193404,0.693774496,0,0,0,0,0,1.47E-12,1.34E-07,2.16E-06
4.40E-05,7128.859365,0.71006398,0.652542762,0.675812213,0,0,0,0,0,2.84E-12,4.93E-07,3.58E-06
4.35E-05,8219.876104,0.685021161,0.607393583,0.659344142,0,0,0,0,0,2.43E-12,2.75E-07,3.14E-06
4.33E-05,9357.836703,0.647578435,0.562866242,0.644483901,0,0,0,0,0,1.52E-12,1.10E-06,3.13E-06
4.46E-05,10527.52913,0.597589191,0.519120333,0.631344094,0,0,0,0,0,1.12E-12,9.18E-08,2.12E-06
4.59E-05,11719.456,0.549524138,0.476370533,0.620033183,0,0,0,0,0,1.95E-12,8.94E-07,-1.17E-06
4.62E-05,12927.46864,0.503928899,0.43490971,0.610651935,0,0,0,0,0,3.81E-12,7.71E-07,3.22E-06
4.63E-05,14147.44709,0.461528399,0.395142333,0.603289595,0,0,0,0,0,1.00E-11,4.44E-07,7.58E-06
4.96E-05,15376.54351,0.423272868,0.357631488,0.598020079,0,0,0,0,0,1.23E-11,2.18E-06,6.65E-06
4.79E-05,16612.73423,0.390367758,0.323160401,0.594898516,0,0,0,0,0,1.24E-11,6.17E-08,6.98E-06
