satellite_no2,highway_primary,high_traffic,medium_traffic,low_traffic,landuse_industrial_variance,landuse_industrial_distance_mean,landuse_industrial_b5,landuse_residential_b5,landuse_forest_b5,neighbours_no2_variance,neighbours_no2_distance_mean,neighbours_no2_distance_max
7.23E-05,647.3888228,0.137091227,0.087815723,0.194713509,0,0,0,0,0,1.01E-11,3.42E-06,-3.20E-06
6.90E-05,133.1199638,0.138487473,0.090511906,0.199232731,0,0,0,0,0,7.76E-12,7.14E-07,3.48E-06
6.82E-05,929.7589932,0.13063901,0.06571611,0.209854246,0,0,0,0,0.125,6.86E-12,2.29E-07,3.71E-06
6.65E-05,1375.466749,0.147780066,0.071654257,0.225737885,0,0,0,0,0.25,5.61E-12,7.92E-07,4.87E-06
6.64E-05,1413.137729,0.183197313,0.082154393,0.245887303,0,0,0,0,0.375,7.37E-12,3.79E-07,3.67E-06
6.75E-05,780.3509186,0.228720196,0.034738609,0.269365221,0,0,0,0,0.625,9.38E-12,2.38E-06,-6.38E-06
6.68E-05,763.3990995,0.247296262,0.018753849,0.295392932,0,0,0,0,0.375,1.26E-11,2.71E-06,-8.07E-06
6.16E-05,505.3824735,0.223848627,0.064015617,0.323365186,0,0,0,0,0.375,1.41E-11,1.30E-06,6.69E-06
5.94E-05,1700.609976,0.214594015,0.112311418,0.352826598,0,0,0,0,0.125,1.51E-11,3.19E-06,8.92E-06
5.82E-05,2267.405427,0.221281679,0.084229895,0.38343872,0,0,0,0,0.125,1.08E-11,4.42E-06,1.01E-05
5.72E-05,2098.214619,0.242622575,0.052822931,0.385230607,0,0,0,0,0.125,4.17E-12,4.90E-06,8.38E-06
5.68E-05,1953.252998,0.275287778,0.056245343,0.386161959,0,0,0,0,0,4.55E-12,4.87E-06,8.65E-06
5.90E-05,2375.7788,0.315835388,0.090694501,0.385654719,0,0,0,0,0,7.69E-12,2.62E-06,6.69E-06
6.25E-05,3215.867471,0.361658623,0.134310419,0.378253893,0,0,0,0,0,1.22E-11,7.66E-08,5.51E-06
6.29E-05,4210.477008,0.381856386,0.116618867,0.374187747,0,0,0,0,0,2.67E-11,1.77E-06,1.03E-05
6.32E-05,5255.064393,0.4059631,0.080095099,0.373563672,0,0,0,0,0,2.46E-11,3.15E-06,1.00E-05
6.59E-05,6241.080665,0.436874402,0.062873257,0.37639855,0,0,0,0,0,2.17E-11,2.11E-06,7.41E-06
7.19E-05,7208.255683,0.443751997,0.07857521,0.382616553,0,0,0,0,0,1.65E-11,3.39E-06,9.64E-06
7.20E-05,7261.631235,0.457183139,0.061973932,0.392058883,0,0,0,0,0,1.16E-11,2.80E-06,1.22E-06
7.29E-05,6861.094361,0.253644615,0.457198434,0.608578022,0,0,0,0,0,7.34E-12,2.85E-06,-2.69E-06
7.32E-05,6660.230141,0.25944913,0.41362254,0.572876594,0,0,0,0,0,3.66E-12,2.27E-06,-5.22E-06
7.04E-05,6679.015209,0.27064534,0.371364143,0.537248942,0,0,0,0,0,4.13E-12,2.01E-07,2.88E-06
7.06E-05,6925.056459,0.27022846,0.330926151,0.50171062,0,0,0,0,0,4.03E-12,1.26E-07,-3.09E-06
6.81E-05,7378.563154,0.267237067,0.293059394,0.466281826,0,0,0,0,0,4.10E-12,1.79E-06,5.16E-06
6.74E-05,7997.103357,0.277146287,0.258888298,0.430989244,0,0,0,0,0,2.48E-12,2.45E-06,5.54E-06
6.91E-05,8217.60985,0.298695372,0.230055209,0.395868828,0,0,0,0,0,1.55E-12,4.94E-07,2.00E-06
6.78E-05,8328.992647,0.329642282,0.208768227,0.360970107,0,0,0,0,0,1.32E-12,6.97E-07,2.65E-06
4.35E-05,2780.13588,0.356441545,0.197465004,0.326363077,0,0,0,0,0.4,4.27E-12,1.42E-07,3.81E-06
4.35E-05,2683.140085,0.372129553,0.197851549,0.292149573,0,0,0,0,0.375,4.74E-12,7.86E-08,3.81E-06
4.22E-05,2382.427045,0.396177454,0.209863718,0.258482776,0,0,0,0,0.375,5.89E-12,1.68E-06,6.73E-06
4.13E-05,2303.649137,0.385748827,0.231711534,0.22560197,0,0,0,0,0.25,8.09E-12,2.80E-06,1.05E-05
4.13E-05,2591.351783,0.344591695,0.260949546,0.193896799,0,0,0,0,0.25,1.21E-11,3.58E-06,1.13E-05
4.34E-05,2309.177367,0.286107919,0.295402029,0.164029012,0,0,0,0,0.5,1.67E-11,2.25E-06,1.06E-05
4.55E-05,1344.979796,0.228240425,0.333463572,0.137159172,0,0,0,0,0.625,2.03E-11,7.01E-07,9.79E-06
4.79E-05,210.3231917,0.171596563,0.374038256,0.115308251,0,0,0,0.125,0.625,2.30E-11,8.80E-07,7.42E-06
4.96E-05,861.179018,0.117882225,0.416394599,0.101600159,0,0,0,0.125,0.375,2.54E-11,1.25E-06,7.97E-06
5.01E-05,1798.896226,0.073383114,0.460042287,0.099287898,0,0,0,0.125,0.125,2.52E-11,7.48E-07,7.92E-06
5.13E-05,2482.302258,0.060758667,0.475500754,0.109064906,0,0,0,0,0.25,2.47E-11,7.35E-07,8.62E-06
5.24E-05,3386.202488,0.09320665,0.426653416,0.106754693,0,0,0,0,0.25,2.34E-11,9.28E-07,9.55E-06
5.29E-05,4445.955125,0.14365223,0.377814258,0.099239901,0,0,0,0,0.125,2.08E-11,7.71E-07,9.66E-06
5.38E-05,4457.743885,0.19915547,0.328986908,0.103927518,0,0,0,0,0.25,1.72E-11,9.07E-07,9.45E-06
5.39E-05,3337.966703,0.224248176,0.280177508,0.119449262,0,0,0,0.25,0.125,1.63E-11,3.31E-07,9.07E-06
5.48E-05,2371.860252,0.179210151,0.231397346,0.142428257,0,0,0,0.125,0.125,1.56E-11,1.93E-07,8.19E-06
5.42E-05,1430.643182,0.14480855,0.182669664,0.16995499,0,0,0,0.25,0.375,1.60E-11,1.54E-06,9.00E-06
5.56E-05,788.2967881,0.129479423,0.134051093,0.200209917,0,0,0,0,0.5,1.65E-11,6.04E-07,8.43E-06
5.57E-05,458.6023713,0.13943487,0.085724393,0.217533978,0,0,0,0,0.625,1.85E-11,1.34E-06,9.69E-06
5.60E-05,1734.548493,0.170418296,0.038756314,0.22388564,0,0,0,0,0.25,2.08E-11,2.16E-06,9.37E-06
5.86E-05,3010.304837,0.188132116,0.018856011,0.232641595,0,0,0,0,0.25,1.93E-11,7.19E-07,9.34E-06
5.84E-05,3078.827098,0.194129393,0.061693546,0.230951891,0,0,0,0,0.375,1.90E-11,1.40E-06,9.59E-06
6.32E-05,2208.32812,0.195718501,0.065389251,0.234789906,0,0,0,0,0.625,1.82E-11,2.16E-06,9.77E-06
6.34E-05,1465.920837,0.190186681,0.021388092,0.243900348,0,0,0,0,0.625,1.80E-11,1.38E-06,8.98E-06
6.40E-05,996.6875833,0.202461581,0.035355007,0.257735901,0.045351474,0.047619048,0,0,0.375,1.90E-11,6.06E-07,6.51E-06
6.40E-05,611.4892014,0.229764888,0.082014429,0.275599181,0,0,0,0.25,0.125,1.93E-11,6.74E-07,7.87E-06
6.64E-05,119.6807017,0.238766657,0.069241219,0.296776446,0,0,0,0.375,0.125,2.12E-11,3.18E-07,8.42E-06
7.05E-05,211.1254947,0.197504143,0.06254942,0.320622302,0,0,0,0.375,0.125,2.51E-11,2.86E-06,1.21E-05
7.19E-05,587.0624195,0.167407616,0.087843159,0.346594631,0,0,0,0.25,0.25,2.69E-11,3.54E-06,5.61E-06
7.36E-05,713.2727217,0.154916641,0.121169487,0.357944993,0.045351474,0.047619048,0,0.125,0.125,2.43E-11,4.40E-06,1.08E-05
7.48E-05,1034.45239,0.163984777,0.099768437,0.351654455,0.12244898,0.857142857,0,0.125,0.125,2.57E-11,4.20E-06,3.62E-06
7.53E-05,1148.184716,0.191649786,0.099710065,0.348981551,0.045351474,0.047619048,0,0.25,0.125,1.96E-11,3.39E-06,3.18E-06
7.37E-05,164.1794757,0.231468619,0.101650056,0.35000794,0,0,0,0.125,0.25,1.70E-11,9.76E-07,4.75E-06
7.54E-05,677.1786808,0.278360659,0.124213653,0.350649086,0.045351474,0.047619048,0,0.125,0.375,1.71E-11,1.97E-06,2.49E-06
7.44E-05,99.53802502,0.307518525,0.147250812,0.342504138,0.045351474,0.047619048,0,0.125,0.25,1.69E-11,1.22E-06,1.10E-05
7.56E-05,873.2863648,0.326317875,0.098763881,0.338014816,0.045351474,0.047619048,0,0.125,0.375,1.27E-11,2.44E-06,1.19E-05
7.38E-05,584.8616042,0.354173179,0.051009988,0.337324856,0,0,0,0.125,0.125,9.07E-12,4.75E-07,5.67E-06
7.37E-05,685.9417094,0.378358857,0.014032947,0.340457004,0,0,0,0,0.25,8.89E-12,7.50E-07,-6.40E-06
7.32E-05,1701.520077,0.201448957,0.438993868,0.567469505,0,0,0,0,0,7.51E-12,6.08E-07,-4.76E-06
7.27E-05,2680.79036,0.212950309,0.399419056,0.531483078,0,0,0,0,0.125,6.55E-12,5.80E-07,-3.42E-06
7.07E-05,3201.689871,0.211490455,0.36211506,0.495535772,0,0,0,0,0.125,5.90E-12,4.36E-07,4.84E-06
7.16E-05,3500.891879,0.207673941,0.327854522,0.459636664,0,0,0,0,0.125,8.34E-12,1.42E-06,-1.91E-06
7.13E-05,2424.762305,0.220220866,0.297685014,0.423797851,0,0,0,0,0,1.05E-11,1.79E-06,5.05E-06
7.14E-05,1617.312948,0.24669455,0.272959241,0.388035815,0,0,0,0,0,9.26E-12,2.38E-06,-5.62E-07
7.00E-05,1380.408646,0.283281595,0.255255104,0.352373588,0,0,0,0,0,7.60E-12,1.41E-06,8.31E-07
6.98E-05,1858.732831,0.326650291,0.246083854,0.316844321,0,0,0,0,0.125,6.89E-12,1.40E-06,2.90E-06
6.88E-05,2508.079797,0.374481779,0.246394581,0.281497436,0,0,0,0,0.125,6.42E-12,9.20E-07,3.50E-06
6.64E-05,2508.404654,0.425289882,0.256152976,0.246409786,0,0,0,0,0.25,8.99E-12,2.14E-07,4.45E-06
6.70E-05,2023.06898,0.409794635,0.274358028,0.211707166,0,0,0,0,0.375,1.24E-11,1.39E-06,-4.83E-06
6.74E-05,1152.581973,0.360266947,0.299480633,0.177608879,0,0,0,0,0.375,1.52E-11,2.93E-06,-7.54E-06
6.31E-05,54.76224337,0.304758341,0.329951282,0.144528162,0,0,0,0,0.375,1.55E-11,4.06E-07,6.29E-06
6.05E-05,1098.491321,0.251141906,0.364436247,0.113319578,0,0,0,0,0.125,1.64E-11,2.63E-06,8.83E-06
5.77E-05,1059.790528,0.200902138,0.401907215,0.085925626,0,0,0,0,0,1.16E-11,5.40E-06,1.17E-05
5.80E-05,847.3740394,0.157210191,0.441607213,0.06683315,0,0,0,0,0,3.96E-12,4.55E-06,8.43E-06
5.84E-05,689.3379888,0.126756923,0.482988533,0.063359515,0,0,0,0,0,4.58E-12,3.62E-06,8.66E-06
5.99E-05,1417.56349,0.119666358,0.476335906,0.077494977,0,0,0,0,0,8.71E-12,2.18E-06,8.16E-06
6.27E-05,2421.737853,0.139424891,0.427583665,0.102521879,0,0,0,0,0,1.29E-11,2.31E-07,5.35E-06
6.42E-05,3454.82433,0.17750502,0.378863988,0.132633111,0,0,0,0,0,2.59E-11,9.11E-07,9.06E-06
6.38E-05,4437.601697,0.224973562,0.330191228,0.138989637,0,0,0,0,0,2.14E-11,2.46E-06,9.15E-06
6.47E-05,5422.771841,0.263606991,0.28158959,0.151068437,0,0,0,0,0,1.68E-11,2.94E-06,8.59E-06
7.11E-05,6486.125378,0.22636663,0.233103291,0.169948915,0,0,0,0,0,1.24E-11,2.77E-06,8.84E-06
7.11E-05,6104.982219,0.200041372,0.184822422,0.19370428,0,0,0,0,0,8.14E-12,2.58E-06,-3.53E-06
7.25E-05,5627.735695,0.189127004,0.136962133,0.220803053,0,0,0,0,0,5.36E-12,3.54E-06,-6.64E-06
7.29E-05,5388.742912,0.196149702,0.090183854,0.250183464,0,0,0,0,0,6.58E-12,3.18E-06,-9.53E-06
7.11E-05,5411.940847,0.219430897,0.0476823,0.259132176,0,0,0,0,0,9.02E-12,1.92E-06,-9.23E-06
7.01E-05,5709.673966,0.247766623,0.033332573,0.268661633,0,0,0,0,0,1.16E-11,1.06E-06,-9.01E-06
6.72E-05,6248.413157,0.252377319,0.067720169,0.267195392,0,0,0,0,0,1.13E-11,1.26E-06,-3.90E-06
6.67E-05,6932.298656,0.254065867,0.071052628,0.270529522,0,0,0,0,0,1.11E-11,1.42E-06,6.23E-06
6.81E-05,6942.296194,0.249804626,0.034755037,0.278494873,0,0,0,0,0,9.89E-12,2.31E-07,-4.80E-06
6.90E-05,7066.444492,0.259323864,0.044851126,0.290717797,0,0,0,0,0,1.03E-11,1.95E-06,-7.91E-06
4.35E-05,1504.177456,0.258541335,0.086615007,0.306698278,0,0,0,0,0.4,8.06E-12,8.23E-07,5.75E-06
4.35E-05,1541.033185,0.204543871,0.114581569,0.325892806,0,0,0,0,0.25,8.75E-12,1.23E-06,6.56E-06
4.22E-05,1108.263563,0.154662156,0.110630467,0.347583169,0,0,0,0,0.375,1.11E-11,3.05E-06,9.01E-06
4.13E-05,1033.71744,0.114187262,0.126765746,0.333428963,0,0,0,0,0.125,1.22E-11,4.00E-06,1.05E-05
4.13E-05,1411.401697,0.095263539,0.087012751,0.322690028,0,0,0,0,0.125,1.41E-11,4.66E-06,1.13E-05
4.34E-05,1033.082081,0.109178085,0.053642344,0.315709328,0,0,0,0,0.375,1.66E-11,3.48E-06,1.06E-05
4.55E-05,1009.939599,0.14716689,0.053535023,0.312734449,0,0,0,0,0.375,2.05E-11,2.03E-06,9.79E-06
4.79E-05,244.4983153,0.19600626,0.086812215,0.313877428,0,0,0,0,0.25,2.19E-11,4.06E-07,8.62E-06
4.96E-05,1253.653146,0.239816046,0.130214425,0.315921347,0,0,0,0,0.25,2.47E-11,1.15E-07,9.40E-06
5.01E-05,1641.540274,0.249771521,0.150184573,0.306871561,0,0,0,0,0.375,2.51E-11,6.22E-07,9.07E-06
5.13E-05,2606.615506,0.272512738,0.103067696,0.301861859,0,0,0,0,0.25,2.24E-11,5.97E-07,7.90E-06
5.24E-05,3739.196429,0.305239424,0.058826147,0.301090491,0,0,0,0,0.375,1.96E-11,6.24E-07,8.51E-06
5.29E-05,4642.518366,0.318701177,0.032031216,0.304589111,0,0,0,0,0.25,1.78E-11,1.01E-06,8.47E-06
5.38E-05,5117.890039,0.156716918,0.386139171,0.528124895,0,0,0,0,0.125,1.75E-11,9.92E-07,8.74E-06
5.39E-05,4170.065197,0.153471969,0.370598368,0.491934861,0,0,0,0.25,0.125,2.10E-11,2.35E-06,1.35E-05
5.48E-05,3232.287888,0.148215718,0.361031728,0.455755448,0,0,0,0.125,0.125,2.39E-11,2.31E-06,1.41E-05
5.42E-05,2152.836799,0.165207269,0.339087577,0.419589371,0,0,0,0.25,0.375,2.75E-11,3.81E-06,1.46E-05
5.56E-05,915.9579857,0.198956432,0.31758691,0.383440349,0,0,0,0,0.375,3.07E-11,3.19E-06,1.55E-05
5.57E-05,308.7391264,0.242702099,0.302493508,0.347313631,0,0,0,0,0.5,3.37E-11,3.99E-06,1.56E-05
5.60E-05,1260.523164,0.292058272,0.294788367,0.311216852,0,0,0,0,0.25,3.68E-11,4.94E-06,1.55E-05
5.86E-05,2327.432976,0.344656166,0.295048056,0.275161576,0,0,0,0,0.5,3.35E-11,3.76E-06,1.34E-05
5.84E-05,2922.414209,0.391595263,0.303252211,0.239166165,0,0,0,0,0.5,3.30E-11,4.33E-06,1.36E-05
6.32E-05,2412.227393,0.359956947,0.318790823,0.203261623,0,0,0,0,0.5,2.82E-11,4.07E-07,8.85E-06
6.34E-05,1480.956193,0.328477852,0.340665957,0.167504606,0,0,0.125,0,0.375,2.63E-11,1.09E-06,8.07E-06
6.40E-05,845.4099157,0.305405116,0.367753002,0.132010431,0,0,0.125,0,0.125,2.65E-11,1.60E-06,9.31E-06
6.40E-05,264.3706826,0.284735809,0.3989957,0.097052964,0,0,0.125,0.125,0,2.29E-11,3.01E-06,1.06E-05
6.64E-05,926.9952057,0.241446278,0.433499451,0.063456014,0,0,0,0.25,0.25,2.56E-11,1.72E-06,9.91E-06
7.05E-05,1008.855769,0.206316309,0.470549627,0.03480087,0.0861678,0.904761905,0,0.25,0.125,3.15E-11,9.44E-07,9.88E-06
7.19E-05,574.0006022,0.183956484,0.509592681,0.0281498,0,0,0,0.125,0.25,3.41E-11,1.18E-06,1.13E-05
7.36E-05,522.7612025,0.17908416,0.482135675,0.051797744,0.0861678,0.095238095,0,0.125,0,2.91E-11,1.71E-06,1.03E-05
7.48E-05,227.4408791,0.192995493,0.434033209,0.084315871,0.045351474,0.047619048,0,0.25,0,2.67E-11,1.54E-06,1.05E-05
7.53E-05,146.4005497,0.22226487,0.386125125,0.118922265,0.045351474,0.047619048,0,0.375,0,1.99E-11,8.23E-07,9.76E-06
7.37E-05,557.7715382,0.261883713,0.338493618,0.154263775,0,0,0,0.25,0.125,1.39E-11,1.47E-06,8.83E-06
7.54E-05,434.9669548,0.307943962,0.291273731,0.184355202,0.0861678,0.095238095,0,0.125,0.25,1.01E-11,2.00E-07,6.43E-06
7.44E-05,1121.334274,0.278295972,0.244702472,0.200199555,0.045351474,0.047619048,0,0,0.375,1.13E-11,7.07E-07,8.12E-06
7.56E-05,1893.63266,0.257239406,0.199231932,0.220798344,0.0861678,0.095238095,0,0,0.75,1.37E-11,9.83E-07,-7.30E-06
7.38E-05,946.2317091,0.248798181,0.155819793,0.244980304,0,0,0,0,0.375,1.37E-11,4.54E-07,8.69E-06
7.37E-05,75.20416632,0.254208374,0.116756232,0.27180889,0,0,0,0,0.375,1.30E-11,4.33E-07,6.99E-06
7.32E-05,885.0758049,0.272661082,0.087937227,0.294619879,0,0,0,0,0,9.45E-12,1.32E-07,-4.83E-06
7.27E-05,1857.42144,0.28915928,0.080927167,0.303653635,0,0,0,0,0,7.57E-12,3.81E-07,-3.95E-06
7.07E-05,3017.55746,0.295537486,0.100336667,0.30344221,0,0,0,0,0,6.39E-12,6.40E-07,5.68E-06
7.16E-05,4224.50566,0.31291525,0.102590269,0.306388825,0,0,0,0,0,6.30E-12,1.09E-06,4.74E-06
7.13E-05,3371.422033,0.309452859,0.081487992,0.3134593,0,0,0,0,0,6.00E-12,1.14E-06,5.05E-06
7.14E-05,2789.057947,0.301182072,0.086365974,0.324388408,0,0,0,0,0.125,4.45E-12,1.83E-06,-9.22E-07
7.00E-05,2644.312179,0.242129581,0.113975943,0.338808663,0,0,0,0,0.125,3.66E-12,8.34E-07,4.71E-07
6.98E-05,2969.633284,0.183484345,0.152540571,0.334118701,0,0,0,0,0.25,2.37E-12,7.04E-07,2.90E-06
6.88E-05,3652.066323,0.125795902,0.159193927,0.315303205,0,0,0,0,0.25,2.21E-12,1.28E-07,3.50E-06
6.64E-05,3624.919365,0.071271207,0.12087454,0.299654315,0,0,0,0,0.375,5.91E-12,9.80E-07,4.09E-06
6.70E-05,2798.872491,0.035741828,0.071995957,0.287679918,0,0,0,0,0.375,1.27E-11,5.44E-07,3.51E-06
6.74E-05,1540.10764,0.063172411,0.023119375,0.279843346,0,0,0,0,0.375,1.80E-11,2.13E-06,-4.60E-06
6.31E-05,346.2628299,0.116531226,0.022877744,0.276490055,0,0,0,0,0.125,1.61E-11,1.18E-06,6.45E-06
6.05E-05,887.7970472,0.173943999,0.071754292,0.277779425,0,0,0,0,0.125,1.59E-11,3.14E-06,8.51E-06
5.77E-05,36.50433595,0.18020994,0.120632873,0.281572448,0,0,0,0,0,1.45E-11,6.03E-06,1.17E-05
5.80E-05,412.4546968,0.193184725,0.167820908,0.271401439,0,0,0,0,0.125,8.06E-12,5.44E-06,1.03E-05
5.84E-05,374.7052092,0.221679425,0.127327384,0.265736867,0,0,0,0,0.125,9.24E-12,4.57E-06,9.82E-06
5.99E-05,670.231962,0.260745157,0.094950228,0.264862367,0,0,0,0.125,0.125,1.41E-11,2.91E-06,1.14E-05
6.27E-05,1652.256575,0.259061608,0.080896313,0.268823789,0,0,0,0.125,0,1.57E-11,8.87E-07,8.57E-06
6.42E-05,2633.29116,0.268559337,0.093668019,0.27741791,0,0,0,0.125,0,2.47E-11,1.48E-06,9.06E-06
6.38E-05,3655.133506,0.10422937,0.341309134,0.527219947,0,0,0,0,0,1.86E-11,2.60E-06,9.15E-06
6.47E-05,4686.878673,0.09740502,0.32363218,0.490963922,0,0,0,0,0,1.55E-11,2.69E-06,8.59E-06
7.11E-05,5608.643816,0.089061838,0.312638242,0.454708148,0,0,0,0,0,1.42E-11,2.96E-06,-7.33E-06
7.11E-05,5004.089431,0.114772656,0.309038054,0.418452692,0,0,0,0,0,1.14E-11,2.85E-06,-7.18E-06
7.25E-05,4416.763089,0.159244193,0.313085609,0.38219764,0,0,0,0,0,9.80E-12,4.38E-06,-9.78E-06
7.29E-05,4120.127681,0.2111863,0.324496122,0.34594312,0,0,0,0,0,1.42E-11,4.43E-06,-1.19E-05
7.11E-05,4148.963906,0.266340009,0.342537643,0.309689315,0,0,0,0,0,1.79E-11,3.42E-06,-1.20E-05
7.01E-05,4526.225942,0.311863014,0.343765278,0.273436503,0,0,0,0,0,2.11E-11,2.64E-06,-1.14E-05
6.72E-05,5158.050061,0.339983659,0.350836697,0.23718513,0,0,0,0,0,2.08E-11,1.01E-09,-7.80E-06
6.67E-05,5749.591818,0.313529644,0.364359572,0.200935955,0,0,0,0,0,2.02E-11,1.44E-07,-7.25E-06
6.81E-05,5667.350223,0.276910665,0.383654868,0.164690384,0,0,0,0,0,1.79E-11,1.75E-06,-8.70E-06
6.90E-05,5809.834273,0.249197173,0.407907128,0.128451347,0,0,0,0,0,1.82E-11,3.18E-06,-1.03E-05
4.25E-05,230.133484,0.233515691,0.436293224,0.092226133,0,0,0,0,0.6,9.69E-12,2.38E-06,6.73E-06
4.25E-05,435.1570172,0.232265422,0.46806397,0.056039239,0,0,0,0.125,0.375,1.08E-11,2.67E-06,7.54E-06
4.26E-05,142.8030328,0.245662519,0.502579725,0.020055408,0,0,0,0.25,0.375,1.15E-11,3.25E-06,8.59E-06
4.22E-05,179.5208543,0.242340217,0.539315119,0.007087535,0,0,0,0.25,0.125,1.14E-11,3.90E-06,9.70E-06
4.36E-05,237.7568583,0.238638935,0.492725291,0.042608179,0,0,0,0.125,0.125,1.28E-11,3.20E-06,9.09E-06
4.59E-05,243.3458235,0.249311376,0.445763316,0.078760646,0,0,0,0,0.125,1.53E-11,1.77E-06,8.01E-06
4.73E-05,198.4021524,0.272704453,0.399260141,0.114976448,0,0,0,0,0.5,1.82E-11,1.22E-06,7.91E-06
4.93E-05,65.9912308,0.305959169,0.353396194,0.15121162,0,0,0,0,0.5,2.22E-11,2.68E-09,7.22E-06
5.13E-05,23.18126558,0.34628483,0.308455413,0.187455237,0,0,0,0,0.375,2.44E-11,6.08E-07,7.63E-06
5.25E-05,963.1673852,0.332803266,0.264905501,0.223703289,0,0,0,0,0.375,2.15E-11,5.82E-07,1.01E-05
5.35E-05,1954.865937,0.315351271,0.223555543,0.250175129,0,0,0,0,0.125,1.57E-11,3.45E-07,7.80E-06
5.47E-05,2852.244194,0.288906676,0.18586819,0.271805048,0,0,0,0,0.25,1.43E-11,6.11E-07,6.21E-06
5.46E-05,3956.950076,0.257261024,0.154521506,0.296256327,0,0,0,0,0.125,1.45E-11,3.08E-07,6.80E-06
5.53E-05,5130.555744,0.23647709,0.133992093,0.322898946,0,0,0,0,0.25,1.59E-11,4.47E-07,7.26E-06
5.65E-05,4939.300075,0.229463123,0.129471762,0.338370054,0,0,0,0.125,0.375,2.27E-11,9.10E-07,1.09E-05
5.65E-05,3720.943453,0.237418005,0.142476957,0.3396913,0,0,0,0.125,0.25,2.75E-11,1.63E-06,1.23E-05
5.68E-05,2551.276679,0.258991308,0.144051059,0.342330775,0,0,0,0.125,0.25,2.89E-11,2.27E-06,1.21E-05
5.72E-05,1473.428735,0.291221043,0.129793905,0.348684032,0,0,0,0,0.25,3.37E-11,2.77E-06,1.39E-05
5.63E-05,507.2780287,0.299134923,0.132929609,0.353614629,0,0,0,0,0.5,3.60E-11,4.43E-06,1.50E-05
5.85E-05,768.7657747,0.239588396,0.152398293,0.328080172,0,0,0,0,0.25,3.73E-11,3.58E-06,1.30E-05
6.00E-05,1687.064613,0.180139354,0.183101247,0.304690781,0,0,0,0,0.375,3.38E-11,3.66E-06,1.20E-05
5.97E-05,1653.280348,0.120926089,0.176476433,0.283967295,0,0,0,0,0.125,3.22E-11,4.35E-06,1.23E-05
6.27E-05,1457.864247,0.062572586,0.130119477,0.266520188,0,0,0,0,0.25,2.90E-11,1.77E-06,9.29E-06
6.33E-05,634.3872814,0.015133882,0.086536353,0.253014248,0,0,0.125,0,0.125,2.48E-11,2.40E-06,8.16E-06
6.31E-05,252.8813362,0.05327439,0.052874057,0.244090663,0.045351474,0.047619048,0,0,0,2.59E-11,3.84E-06,1.02E-05
6.47E-05,956.7708453,0.111273575,0.052765215,0.240249568,0,0,0.125,0,0,1.98E-11,3.80E-06,9.95E-06
6.76E-05,1935.771395,0.129004655,0.086334729,0.241728183,0,0,0,0,0.25,2.12E-11,2.26E-06,8.74E-06
6.92E-05,2125.236278,0.120690927,0.129894822,0.247756715,0.045351474,0.047619048,0,0,0.125,2.74E-11,1.99E-06,1.12E-05
7.06E-05,1837.782835,0.139132503,0.176243909,0.236165378,0,0,0,0,0.25,2.99E-11,1.62E-06,1.07E-05
7.26E-05,1724.539959,0.176336578,0.162932874,0.229652743,0.0861678,0.095238095,0,0,0,2.49E-11,8.09E-07,9.28E-06
7.55E-05,1018.499703,0.204350628,0.139017816,0.228643385,0.045351474,0.047619048,0.125,0,0,1.82E-11,5.01E-07,7.92E-06
7.61E-05,220.6504529,0.024753295,0.324286778,0.564937705,0,0,0.125,0,0,1.22E-11,3.38E-07,6.42E-06
7.57E-05,1397.333929,0.06457674,0.297749976,0.528780706,0,0,0.125,0,0.125,7.13E-12,5.67E-07,6.80E-06
7.72E-05,1710.868846,0.049682245,0.277324456,0.49263834,0.045351474,0.047619048,0,0,0.375,7.45E-12,7.61E-07,4.67E-06
7.75E-05,2118.006743,0.031719738,0.264422483,0.456514045,0,0,0,0,0.5,9.52E-12,1.42E-06,5.01E-06
7.77E-05,2729.276463,0.077775621,0.26015959,0.420412421,0.0861678,0.095238095,0,0,0.625,1.65E-11,2.55E-06,-9.38E-06
7.73E-05,1694.376072,0.134591797,0.264950832,0.38433977,0,0,0,0,0.375,1.75E-11,2.52E-06,-9.42E-06
6.98E-05,825.6428523,0.193111189,0.278331431,0.34830496,0,0,0,0.125,0.25,1.58E-11,3.30E-06,1.09E-05
6.95E-05,233.9983924,0.235359527,0.299156558,0.312320871,0,0,0,0.125,0,9.65E-12,3.24E-06,7.26E-06
6.93E-05,1508.268903,0.258163741,0.326008928,0.276406941,0,0,0,0.125,0,7.61E-12,2.77E-06,7.54E-06
6.85E-05,2784.243562,0.291425583,0.357538544,0.240593917,0,0,0,0,0,6.37E-12,2.88E-06,7.08E-06
6.88E-05,3947.810223,0.272232297,0.392624318,0.204933378,0,0,0,0.125,0,5.35E-12,1.47E-06,6.37E-06
6.92E-05,4470.235868,0.229240218,0.427905953,0.169518673,0,0,0,0.125,0,3.88E-12,8.88E-07,4.71E-06
6.93E-05,4017.027976,0.195023168,0.449786089,0.134536732,0,0,0,0.125,0.25,3.08E-12,2.72E-07,3.63E-06
7.01E-05,3915.340537,0.174670569,0.475687144,0.100418116,0,0,0,0,0.125,3.98E-12,7.67E-07,-5.75E-07
6.95E-05,4165.955549,0.173007148,0.504992559,0.068372539,0,0,0,0,0.25,3.06E-12,5.34E-07,3.13E-06
6.91E-05,4693.363162,0.190510854,0.537146915,0.042746391,0,0,0,0,0,2.22E-12,3.25E-07,3.20E-06
