method,distance_contract,requested_runs,successful_runs,failed_runs,silhouette_mean,silhouette_std_across_seeds,silhouette_min,silhouette_max,euclidean_silhouette_mean,euclidean_silhouette_std_across_seeds,euclidean_silhouette_min,euclidean_silhouette_max,sample_std_mean,negative_fraction_mean
MvDEC,native_numeric_gower_v1,3,3,0,0.41758990485417674,0.019067650490519922,0.39560879546521427,0.42967518223110984,0.438079260663401,0.010053852657752905,0.43028073570159936,0.4494261542830548,0.18758019518912464,0.0311284046692607
