orig_index,protocol_id,run_id,config_hash,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,cluster
39,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,829.0119,-1965.2892,-1983.1104,3029.9524,-781.35657,208.15332,5486.6367,-1942.3833,-969.8212,3556.5632,3
40,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,893.3262,-2117.7595,-2136.9583,3265.0142,-841.97,224.29913,5912.2925,-2093.0713,-1045.0614,3832.4785,3
41,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,958.9845,-2273.4167,-2294.021,3504.9883,-903.8495,240.78198,6346.8438,-2246.9082,-1121.8748,4114.1597,3
42,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1025.7788,-2431.7664,-2453.8013,3749.1135,-966.8003,257.5504,6788.9116,-2403.4072,-1200.0162,4400.7144,1
43,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1093.507,-2592.3308,-2615.816,3996.6533,-1030.6313,274.55347,7237.162,-2562.0938,-1279.251,4691.2764,1
44,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1161.955,-2754.6003,-2779.5515,4246.8228,-1095.1409,291.73718,7690.173,-2722.4668,-1359.3267,4984.925,1
45,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1231.0208,-2918.3352,-2944.7656,4499.251,-1160.2324,309.0758,8147.2754,-2884.2876,-1440.1256,5281.2246,1
46,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1300.6663,-3083.472,-3111.353,4753.79,-1225.8369,326.5431,8608.226,-3047.4565,-1521.6158,5579.99,1
47,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1370.8009,-3249.7446,-3279.1206,5010.122,-1291.9297,344.14746,9072.401,-3211.7788,-1603.667,5880.8706,1
48,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1441.3533,-3417.006,-3447.89,5267.9834,-1358.418,361.8573,9539.345,-3377.082,-1686.2068,6183.547,1
49,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1512.2655,-3585.1196,-3617.52,5527.159,-1425.2476,379.6588,10008.668,-3543.228,-1769.1666,6487.7666,1
50,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1583.4707,-3753.9258,-3787.8508,5787.4053,-1492.355,397.53442,10479.928,-3710.0608,-1852.468,6793.242,1
51,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1654.8878,-3923.2368,-3958.6907,6048.4287,-1559.6633,415.46387,10952.594,-3877.392,-1936.0186,7099.632,1
52,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1726.5496,-4093.125,-4130.1143,6310.3438,-1627.2009,433.45398,11426.876,-4045.2942,-2019.8549,7407.067,1
53,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1798.4266,-4263.5254,-4302.0527,6573.046,-1694.9412,451.49768,11902.583,-4213.7007,-2103.942,7715.427,2
54,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1870.4927,-4434.374,-4474.4443,6836.4414,-1762.8591,469.5901,12379.545,-4382.552,-2188.2524,8024.599,2
55,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1942.7285,-4605.624,-4647.24,7100.454,-1830.938,487.724,12857.624,-4551.7993,-2272.7598,8334.497,2
56,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2015.114,-4777.2314,-4820.3955,7365.0156,-1899.158,505.89587,13336.701,-4721.3984,-2357.4434,8645.04,2
57,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2087.6353,-4949.158,-4993.876,7630.0723,-1967.5051,524.1013,13816.672,-4891.3154,-2442.285,8956.162,2
58,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2160.2773,-5121.37,-5167.6445,7895.5713,-2035.9675,542.3384,14297.443,-5061.515,-2527.268,9267.805,2
59,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2233.0315,-5293.873,-5341.667,8161.4697,-2104.5032,560.5867,14778.961,-5231.966,-2612.3926,9579.904,2
60,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2305.8828,-5466.587,-5515.9346,8427.734,-2173.1562,578.87354,15261.12,-5402.6553,-2697.6226,9892.443,2
61,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2378.8247,-5639.515,-5690.42,8694.328,-2241.8965,597.18286,15743.879,-5573.5566,-2782.958,10205.369,2
62,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2451.8486,-5812.634,-5865.101,8961.222,-2310.7163,615.5154,16227.176,-5744.65,-2868.3882,10518.647,2
63,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2518.0032,-5969.4688,-6023.3525,9203.011,-2373.0645,632.1228,16665.014,-5899.6514,-2945.7817,10802.461,2
64,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2581.1157,-6119.088,-6174.325,9433.679,-2432.5464,647.9673,17082.713,-6047.523,-3019.6147,11073.219,2
65,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2644.8093,-6270.088,-6326.6885,9666.474,-2492.5757,663.9568,17504.26,-6196.757,-3094.1304,11346.473,2
66,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2709.0444,-6422.3687,-6480.3467,9901.245,-2553.1147,680.08374,17929.39,-6347.259,-3169.2769,11622.047,2
67,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2773.7822,-6575.844,-6635.208,10137.855,-2614.127,696.33545,18357.85,-6498.94,-3245.0127,11899.781,2
68,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2838.9893,-6730.4307,-6791.1904,10376.18,-2675.5815,712.7058,18789.41,-6651.7188,-3321.298,12179.524,2
69,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2904.633,-6886.0537,-6948.2197,10616.101,-2737.4473,729.18506,19223.867,-6805.5215,-3398.0945,12461.145,2
70,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1583.1637,-3753.1838,-3787.1248,5786.2886,-1492.0864,397.4674,10477.89,-3709.348,-1852.1019,6791.939,1
71,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1520.1453,-3603.7805,-3636.38,5555.965,-1432.7019,381.6504,10060.81,-3561.6982,-1778.3752,6521.5884,1
72,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1458.1323,-3456.7598,-3488.0386,5329.3135,-1374.263,366.08508,9650.381,-3416.4038,-1705.8243,6255.548,1
73,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1396.9155,-3311.6287,-3341.604,5105.576,-1316.5759,350.71997,9245.228,-3272.9766,-1634.2058,5992.927,1
74,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1336.9204,-3169.4155,-3198.077,4886.293,-1260.0103,335.64636,8848.161,-3132.3992,-1564.026,5735.5244,1
75,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1278.3901,-3030.6577,-3058.0654,4672.371,-1204.8474,320.95264,8460.786,-2995.2632,-1495.5527,5484.423,1
76,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1221.4998,-2895.7886,-2921.9775,4464.4443,-1151.23,306.6704,8084.2686,-2861.9697,-1428.9976,5240.359,1
77,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1166.5322,-2765.475,-2790.488,4263.544,-1099.4263,292.87122,7720.473,-2733.1812,-1364.6918,5004.542,1
78,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1113.7927,-2640.4438,-2664.3284,4070.7861,-1049.7213,279.6317,7371.4233,-2609.6125,-1302.9921,4778.283,1
79,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1063.5225,-2521.2666,-2544.0774,3887.0552,-1002.3458,267.01257,7038.718,-2491.8308,-1244.1812,4562.62,1
80,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1008.9113,-2391.7964,-2413.4426,3687.459,-950.8821,253.30469,6677.282,-2363.879,-1180.2908,4328.3364,1
81,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,951.91766,-2256.6763,-2277.109,3479.1545,-897.17334,238.99951,6300.075,-2230.3447,-1113.613,4083.831,3
82,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,895.66205,-2123.3064,-2142.5415,3273.5488,-844.1614,224.87988,5927.755,-2098.541,-1047.7983,3842.4932,3
