orig_index,protocol_id,run_id,config_hash,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,cluster
1200,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1667.3525,628.2902,-173.48209,294.84265,783.43036,-239.2518,215.0238,183.48631,-1.0574493,-245.34825,0
1201,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1464.8005,551.97437,-152.40952,259.02423,688.2612,-210.18837,188.90437,161.19846,-0.92562103,-215.53957,0
1202,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1044.8046,393.73303,-108.716286,184.754,490.92438,-149.92438,134.74536,114.984184,-0.6498337,-153.72586,0
1203,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,669.5454,252.34549,-69.67609,118.39493,314.60773,-96.07893,86.35496,73.691666,-0.40529633,-98.49951,0
1204,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,299.3026,112.8488,-31.157963,52.922672,140.64745,-42.95341,38.61154,32.951626,-0.16280746,-44.00923,0
1205,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,26.859776,10.207347,-2.8151417,4.743724,12.63986,-3.8596785,3.4798784,2.9736865,0.016702652,-3.910057,0
1206,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,506.01205,190.738,-52.664,89.47518,237.771,-72.611946,65.26798,55.697914,-0.2962265,-74.426956,0
1207,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1014.942,382.48724,-105.61104,179.47295,476.89355,-145.63777,130.8964,111.69902,-0.62862396,-149.32668,0
1208,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1045.469,393.98215,-108.78621,184.87236,491.2364,-150.01901,134.83261,115.05739,-0.65050507,-153.82333,0
1209,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1275.8854,480.79608,-132.75842,225.61884,599.49854,-183.08151,164.54596,140.4119,-0.8008423,-187.73389,0
1210,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1352.7063,509.73984,-140.75072,239.20374,635.5934,-194.10417,174.45236,148.86484,-0.851532,-199.04036,0
1211,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1357.6558,511.60547,-141.26624,240.07903,637.91895,-194.81473,175.09062,149.40976,-0.8540878,-199.76767,0
1212,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1342.4766,505.88608,-139.68634,237.39455,630.7873,-192.63588,173.13254,147.73862,-0.845459,-197.53589,0
1213,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,856.09705,322.63416,-89.0856,151.38438,402.2602,-122.84536,110.41188,94.21874,-0.52765656,-125.95444,0
1214,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,258.13422,97.34541,-26.876802,45.641823,121.306274,-37.043743,33.30311,28.421318,-0.13632584,-37.94998,0
1215,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,56.009224,21.196295,-5.849266,9.898069,26.338192,-8.040463,7.2389507,6.180606,-0.003586769,-8.201543,0
1216,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,104.015816,39.285156,-10.844543,18.38738,48.894135,-14.9293585,13.429638,11.463585,-0.03363514,-15.264528,0
1217,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,196.73206,74.21811,-20.49034,34.78296,92.45724,-28.233053,25.385447,21.665623,-0.09423542,-28.909773,0
1218,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,28.707947,10.900736,-3.0080457,5.0711823,13.50872,-4.1245117,3.716468,3.175273,0.013375998,-4.1858287,0
1219,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,281.13385,106.014656,-29.27058,49.708214,132.11267,-40.34422,36.268127,30.952583,-0.14941788,-41.33156,0
1220,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,256.06982,96.56527,-26.661417,45.276318,120.33542,-36.747654,33.03479,28.193268,-0.13510895,-37.64658,0
1221,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,349.2901,131.68784,-36.359047,61.760765,164.13524,-50.12298,45.05535,38.450394,-0.19667244,-51.36683,0
1222,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,565.6614,213.20888,-58.868347,100.023094,265.7979,-81.16864,72.95662,62.25809,-0.33940887,-83.21249,0
1223,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,217.96527,82.20938,-22.695808,38.53698,102.43166,-31.278013,28.11966,23.999027,-0.11154747,-32.040237,0
1224,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,428.11774,161.38966,-44.5594,75.69937,201.1723,-61.432297,55.219265,47.123566,-0.24817276,-62.9673,0
1225,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,763.4606,287.73782,-79.447296,135.00008,358.73413,-109.55003,98.462585,84.02365,-0.46658707,-112.31882,0
1226,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1188.523,447.8886,-123.66933,210.16693,558.4505,-170.54193,153.27599,130.79636,-0.74308014,-174.87372,0
1227,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1718.7793,647.678,-178.83525,303.93442,807.5935,-246.62584,221.6516,189.14236,-1.0894318,-252.91142,0
1228,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2283.8416,860.5759,-237.62183,403.85834,1073.0902,-327.70667,294.51843,251.32047,-1.4585876,-336.07275,0
1229,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2863.1655,1078.8466,-297.89206,506.3044,1345.2876,-410.83362,369.2245,315.06757,-1.8370819,-421.3329,0
1230,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,3449.5645,1299.7831,-358.8984,610.00183,1620.8094,-494.97583,444.84283,379.5932,-2.2202148,-507.63437,3
1231,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,4039.977,1522.2312,-420.32214,714.40894,1898.2162,-579.6936,520.9789,444.56012,-2.6061401,-594.52637,3
1232,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,4632.8247,1745.5974,-481.99927,819.2464,2176.7678,-664.7611,597.42883,509.7956,-2.9934387,-681.7768,3
1233,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,5227.3174,1969.5834,-543.84753,924.37476,2456.0923,-750.06445,674.09064,575.2117,-3.381897,-769.26953,3
1234,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,5822.94,2193.9946,-605.8131,1029.703,2735.9475,-835.53,750.89844,640.7522,-3.7711182,-856.92847,3
1235,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,6419.393,2418.7188,-667.86536,1135.1783,3016.1924,-921.1143,827.8134,706.3838,-4.1608276,-944.70953,3
1236,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,7016.4375,2643.6665,-729.9789,1240.7579,3296.716,-1006.7838,904.80444,772.0807,-4.5510864,-1032.5775,3
1237,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,7613.945,2868.7886,-792.14075,1346.4194,3577.457,-1092.5197,981.8551,837.82855,-4.9415894,-1120.5139,3
1238,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,8211.816,3094.047,-854.34033,1452.145,3858.3687,-1178.3076,1058.9528,903.6163,-5.3321533,-1208.5035,1
1239,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,8809.977,3319.415,-916.5698,1557.9221,4139.416,-1264.1372,1136.0874,969.43604,-5.7229614,-1296.5359,1
1240,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,9408.369,3544.871,-978.82404,1663.74,4420.573,-1350.0002,1213.2522,1035.2811,-6.1140747,-1384.6025,1
1241,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,10006.954,3770.399,-1041.0979,1769.592,4701.82,-1435.8905,1290.4419,1101.1476,-6.505249,-1472.6973,1
1242,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,10592.958,3991.1868,-1102.0629,1873.2192,4977.156,-1519.9756,1366.0088,1165.6295,-6.8883667,-1558.9404,1
1243,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,11107.062,4184.8843,-1155.5474,1964.1315,5218.709,-1593.7438,1432.3042,1222.1996,-7.223816,-1634.6017,1
1244,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,11629.332,4381.659,-1209.8823,2056.4888,5464.0996,-1668.6841,1499.6526,1279.6687,-7.5653076,-1711.4661,1
1245,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,12158.579,4581.0635,-1264.9434,2150.079,5712.7686,-1744.6257,1567.9012,1337.9053,-7.9110107,-1789.3557,1
1246,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,12694.125,4782.839,-1320.6592,2244.7842,5964.3965,-1821.4712,1636.9622,1396.8354,-8.260742,-1868.1727,1
1247,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,13235.203,4986.7,-1376.9504,2340.4668,6218.624,-1899.1104,1706.7367,1456.3743,-8.614563,-1947.8044,1
1248,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,13781.159,5192.3984,-1433.7498,2437.0125,6475.1426,-1977.4495,1777.1401,1516.4497,-8.97113,-2028.1538,1
1249,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,14331.433,5399.7246,-1490.9985,2534.322,6733.691,-2056.4087,1848.1001,1577.0005,-9.330383,-2109.1382,2
1250,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,14811.476,5580.5894,-1540.9403,2619.2117,6959.2407,-2125.2898,1910.0037,1629.823,-9.643921,-2179.7866,2
1251,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,15260.6875,5749.839,-1587.6753,2698.6497,7170.305,-2189.7476,1967.9314,1679.2533,-9.937012,-2245.8977,2
1252,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,15719.429,5922.678,-1635.4008,2779.7725,7385.8457,-2255.572,2027.0883,1729.7322,-10.236938,-2313.4116,2
1253,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,16187.412,6099.0,-1684.0874,2862.5283,7605.7295,-2322.7224,2087.436,1781.2275,-10.542725,-2382.285,2
1254,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,16663.855,6278.5107,-1733.6555,2946.7817,7829.589,-2391.0864,2148.8755,1833.6539,-10.853516,-2452.4033,2
1255,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,17140.77,6458.197,-1783.2717,3031.118,8053.6685,-2459.5183,2210.3755,1886.1321,-11.165527,-2522.5916,2
1256,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,17624.746,6640.545,-1833.6229,3116.7026,8281.067,-2528.9636,2272.7861,1939.3875,-11.481079,-2593.8186,2
1257,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,18115.664,6825.508,-1884.6964,3203.5164,8511.727,-2599.4053,2336.092,1993.4069,-11.80188,-2666.0676,2
1258,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,18552.56,6990.117,-1930.1494,3280.7751,8717.004,-2662.0947,2392.4307,2041.4817,-12.086914,-2730.3657,2
1259,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,18832.191,7095.474,-1959.2412,3330.2244,8848.39,-2702.2188,2428.4902,2072.251,-12.269531,-2771.5193,2
1260,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,6111.614,2302.7524,-635.8479,1080.7546,2871.5825,-876.9552,788.1292,672.5198,-3.9592285,-899.4133,3
1261,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,5524.7266,2081.6318,-574.79083,976.97107,2595.8315,-792.74286,712.44763,607.9404,-3.575592,-813.04,3
1262,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,4940.991,1861.699,-514.0616,873.7449,2321.5615,-708.98315,637.1726,543.70795,-3.194336,-727.1306,3
1263,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,4361.675,1643.4304,-453.79205,771.30023,2049.368,-625.85803,562.4678,479.9618,-2.815857,-641.8722,3
1264,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,3787.5078,1427.102,-394.05826,669.76624,1779.5935,-543.4714,488.42685,416.78217,-2.4408264,-557.3712,3
1265,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,3221.5808,1213.8785,-335.18167,569.68933,1513.6908,-462.26694,415.44843,354.50934,-2.0711975,-474.083,0
1266,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2670.3667,1006.19824,-277.83554,472.2141,1254.7008,-383.1734,344.36737,293.85535,-1.710968,-392.95978,0
1267,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,2143.1626,807.56433,-222.98726,378.9844,1006.9919,-307.52484,276.3824,235.84332,-1.3665466,-315.37012,0
1268,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1663.6805,626.9108,-173.10382,294.194,781.70557,-238.72397,214.55127,183.08249,-1.0533295,-244.80386,0
1269,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1285.8613,484.56076,-133.79695,227.38121,604.18567,-184.51054,165.8299,141.5083,-0.8065262,-189.19945,0
1270,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1094.2859,412.3814,-113.86606,193.50333,514.1732,-157.02124,141.12527,120.42779,-0.68138885,-161.0049,0
1271,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,927.6605,349.60184,-96.530464,164.03755,435.8838,-133.11177,119.637924,102.092316,-0.57321167,-136.48347,0
1272,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,630.2982,237.56537,-65.59402,111.45259,296.16693,-90.44317,81.29172,69.37131,-0.3789711,-92.7201,0
1273,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,201.25421,75.915306,-20.958,35.58145,94.57904,-28.879696,25.964687,22.160473,-0.09869385,-29.576965,0
1274,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,175.23253,66.110985,-18.250591,30.979809,82.35263,-25.145908,22.60893,19.297028,-0.08178043,-25.747547,0
1275,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,533.3358,201.03143,-55.50511,94.305885,250.60867,-76.530045,68.787415,58.701252,-0.31666565,-78.45203,0
1276,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,862.56775,325.073,-89.75546,152.52658,405.29932,-123.77189,111.24289,94.92857,-0.53284836,-126.90808,0
1277,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1316.7478,496.19412,-137.00679,232.84258,618.6973,-188.9422,169.81133,144.90558,-0.8289032,-193.74944,0
1278,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1638.6288,617.4796,-170.49649,289.76077,769.9347,-235.12477,211.3157,180.32254,-1.0376205,-241.11655,0
1279,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1802.5051,679.2228,-187.54572,318.74036,846.9324,-258.63977,232.44855,198.35544,-1.144104,-265.2335,0
1280,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1948.8684,734.3674,-202.77267,344.62305,915.7018,-279.64166,251.323,214.46107,-1.2397766,-286.77426,0
1281,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1948.908,734.38153,-202.77666,344.63028,915.7203,-279.6476,251.32835,214.46555,-1.2398834,-286.78033,0
1282,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1558.3984,587.24713,-162.14844,275.5739,732.23834,-223.61351,200.97072,171.49438,-0.98677826,-229.31215,0
1283,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,1020.29736,384.5058,-106.166245,180.4179,479.40973,-146.40198,131.58093,112.28339,-0.63594055,-150.12036,0
