dataset,method,protocol_id,config_hash,discovered_runs,completed_runs,failed_runs,silhouette_mean,silhouette_std
AIRPOLLUTION,MvDEC-DEKM-consistent,mvdec_dekm_consistent_v1,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,3,3,0,0.6492738127708435,0.00015679587250575945
