run_id,dataset,method,protocol_id,config_hash,random_seed,run,runtime_seconds,artifact_path,assignments_path,silhouette
airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_42,AIRPOLLUTION,MvDEC-DEKM-consistent,mvdec_dekm_consistent_v1,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,42,1,68.34506869316101,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_42/artifact.pkl,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_42/assignments.csv,0.6492021083831787
airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_43,AIRPOLLUTION,MvDEC-DEKM-consistent,mvdec_dekm_consistent_v1,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,43,1,68.54604530334473,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_43/artifact.pkl,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_43/assignments.csv,0.6494536399841309
airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,AIRPOLLUTION,MvDEC-DEKM-consistent,mvdec_dekm_consistent_v1,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,44,1,67.31810593605042,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_44/artifact.pkl,/kaggle/working/mvdec_repo/output/mvdec_runs_no_scaling/airpollution/mvdec_dekm_consistent_v1/2b88b20cd9b6/seed_44/assignments.csv,0.649165689945221
