orig_index,h_0,h_1,h_2,h_3,h_4,cluster
28,-0.13825494,-0.038397655,0.2514539,0.15201338,-0.06980717,2
29,-0.23156354,-0.06636318,0.27965397,0.0552108,-0.0072079524,0
30,-0.22603181,-0.027839828,0.40631974,-0.015883535,-0.09979324,3
31,-0.09427503,-0.011759758,0.23649082,0.16403222,-0.076070525,2
32,-0.28790635,0.042694554,0.49309802,-0.065194,-0.14931986,3
33,-0.2701331,-0.13764657,0.22858725,0.054853663,0.00893902,0
34,-0.2630623,0.03574948,0.48539293,-0.079442516,-0.12838043,3
35,-0.15139407,-0.03574507,0.24642676,0.14072478,-0.07240725,2
36,-0.18693055,-0.059690855,0.2625117,0.03775832,-0.08344811,0
37,-0.15204322,-0.034018844,0.2270899,0.119868755,-0.071989246,2
38,-0.2382728,-0.13879925,0.27703434,0.018968727,-0.01976594,0
39,-0.26873973,-0.08286464,0.242184,0.09516062,-0.008402925,0
40,-0.25721163,-0.0959954,0.29941192,0.037233334,-0.01644484,0
41,-0.18592732,-0.0062131137,0.18527095,0.08715824,-0.09680799,2
42,-0.056305066,-0.032873258,0.31592697,0.20570461,-0.11695394,2
43,-0.069907896,-0.038388044,0.28713182,0.15210176,-0.1003962,2
44,-0.32362026,-0.09513855,0.22444437,0.059470333,0.022056729,0
45,-0.3151533,0.039540987,0.4206177,-0.10111317,-0.116185114,3
46,-0.24922028,-0.016466737,0.40787345,-0.03705496,-0.122814775,3
47,-0.26873258,0.10273698,0.46662128,-0.070010126,-0.1621505,3
48,-0.14916272,-0.027851082,0.27658084,0.14826283,-0.09413399,2
49,-0.16665873,-0.0721342,0.35022715,0.115849406,0.15345336,4
50,-0.14651519,0.010037819,0.15578224,0.100503474,-0.053946167,2
51,0.3322757,0.16401082,0.4814188,-0.09084306,0.58826226,1
52,-0.11021018,-0.022550233,0.20639691,0.14797273,-0.08505529,2
53,-0.1634046,0.001383204,0.16758935,0.066898905,-0.07934308,2
54,-0.09724413,-0.02349262,0.24642621,0.096045986,-0.12001889,2
55,-0.257458,-0.05294233,0.33411717,-0.0028965771,-0.07367108,0
56,-0.28604046,-0.094004974,0.21913446,0.10174818,0.013907284,0
57,-0.2886623,-0.08353922,0.23515877,0.034949407,-0.004432559,0
58,-0.12612367,0.0016230978,0.2975732,0.107485406,-0.12549064,2
59,-0.1188816,-0.021470606,0.23017353,0.09393351,-0.10805083,2
60,-0.34198555,-0.07973785,0.2298427,0.011866309,0.03699556,0
61,-0.3239524,0.11002803,0.5599583,-0.093018964,-0.20734146,3
62,-0.2904746,0.14037317,0.550715,-0.08425273,-0.22480406,3
63,-0.25102392,-0.08462021,0.23884517,0.09461634,-0.016053114,0
64,-0.16434988,-0.041407067,0.21269543,0.13588895,-0.043688588,2
65,-0.2629606,-0.098913744,0.26236275,0.09568581,0.001504153,0
66,-0.12710215,0.028948478,0.2255828,0.13121474,-0.10499815,2
67,-0.2623375,-0.06464015,0.25156683,0.09085759,-0.033534184,0
68,-0.24196222,0.08460187,0.47337884,-0.06141374,-0.15615539,3
69,-0.28816476,0.016409904,0.4366269,-0.063823566,-0.115066186,3
70,-0.33365345,-0.10737683,0.22850886,0.05451057,0.02018018,0
71,-0.24446985,-0.09314038,0.2582127,0.06749576,-0.02586852,0
72,-0.27230683,0.049211428,0.4363389,-0.04324445,-0.12038857,3
73,-0.12202877,-0.025617301,0.24936983,0.13515125,-0.060317352,2
74,-0.3192882,0.14385752,0.56496286,-0.13797912,-0.19354202,3
75,-0.23737745,-0.021556057,0.3924934,-0.023879722,-0.10503112,3
76,-0.32760844,-0.0782045,0.2840525,0.008366659,0.0015111864,0
77,-0.069754004,-0.026538592,0.30994484,0.15814462,-0.07189575,2
78,-0.07167177,0.0046338886,0.23785153,0.17080909,-0.1014187,2
79,-0.31129307,0.07841642,0.53514194,-0.06917521,-0.1633774,3
80,-0.06749074,-0.039891317,0.29579848,0.21192637,-0.068955995,2
81,-0.26269227,-0.07589705,0.24521434,0.0040233806,-0.009269536,0
82,-0.10749057,-0.02562724,0.2414363,0.12639257,-0.08341056,2
83,-0.14458688,-0.024518378,0.24609765,0.018118607,-0.09526383,2
84,-0.3147098,-0.036106095,0.33221418,-0.025152683,-0.041862004,0
85,-0.25715095,0.12759322,0.4598594,-0.0462166,-0.176121,3
86,-0.274284,0.21658427,0.47234693,-0.062408432,-0.24889638,3
87,-0.30176905,0.061657682,0.45633104,-0.07808749,-0.13482527,3
88,-0.117027655,-0.036719203,0.25459996,0.11212618,-0.09208773,2
89,-0.3067667,0.13800319,0.51409394,-0.092858806,-0.20448019,3
90,-0.3095537,-0.12123121,0.23903856,0.11607752,0.03200388,0
91,-0.07316226,-0.04367769,0.32092646,0.17906524,-0.10882735,2
92,-0.17237711,0.22164351,0.4829608,0.022410527,-0.23404846,3
93,-0.35313138,-0.09305225,0.21518324,0.015195712,0.026930109,0
94,-0.06356375,-0.039678335,0.29522437,0.18037637,-0.10657003,2
95,-0.10251034,0.002802223,0.23955122,0.09717561,-0.12977737,2
96,-0.052237123,-0.051149033,0.36201525,0.10079762,0.22924247,4
97,-0.27093175,-0.10426301,0.27383423,0.07305576,-0.003531918,0
98,-0.19892636,-0.07292365,0.26368564,0.09920077,-0.08724465,2
99,-0.32267305,-0.058137946,0.19143996,0.055333488,0.028232194,0
100,-0.09924368,0.0042056963,0.198043,0.11473857,-0.0808472,2
101,0.038122714,0.016334593,0.42054743,0.15410566,0.20720258,4
102,-0.08569482,-0.047670163,0.29727647,0.23086034,-0.017773692,2
103,-0.16115701,-0.013597619,0.26260817,0.16673346,-0.10688448,2
104,-0.28403646,0.06320986,0.43426317,-0.040302515,-0.11978784,3
105,0.05072532,-0.017121762,0.39334434,0.06259525,0.2829351,4
106,-0.2153767,-0.08624899,0.23615855,0.05029334,-0.020894248,0
107,-0.29820406,-0.09398373,0.24313605,0.0049403906,-0.032304242,0
108,-0.052103102,0.034857392,0.22527796,0.1397453,-0.09150894,2
109,-0.34976244,0.06297679,0.4534539,-0.19318506,-0.13625672,3
110,-0.060911626,-0.096371375,0.33550996,0.24247342,-0.11778693,2
111,-0.2984779,-0.11455202,0.32862768,0.09302402,0.065048665,0
112,-0.056100115,-0.04292229,0.31895667,0.20373411,-0.11214293,2
113,-0.032892734,-0.078851655,0.3053182,0.22760479,-0.1116222,2
114,-0.32981205,-0.11047912,0.22382767,0.031330146,0.046446994,0
115,-0.23088545,-0.111718945,0.33653527,0.0273834,-0.06527422,0
116,-0.17733037,-0.061159108,0.26235262,0.08976954,-0.07044961,2
117,-0.15123591,-0.025229536,0.33652982,0.052894328,-0.12416841,2
118,-0.24186075,-0.083200134,0.186663,0.05128204,0.0045228438,0
119,-0.2841176,0.044260293,0.4569552,-0.05634052,-0.13111778,3
